intraday_trade_date,symbol,name,intraday_pct_change,prev_source,prev_pattern_match,prev_pattern_id,prev_pattern_ids,phase1_score_100,phase2_score_100,phase4_score_100,phase4_5d_mean,phase4_5d_std,phase8_score_100,phase5_score_100,atr_pct_14,建议总仓位%,intraday_source,macd_cross_state,macd_divergence_state,volume_price_divergence_state,macd_top_divergence_15d,macd_bottom_divergence_15d,macd_top_divergence_signal_date,macd_bottom_divergence_signal_date,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,macd,macd_signal_line,macd_hist,atr_trade_date,atr_close,atr_14,atr_stop_loss_1x,atr_stop_loss_2x,atr_take_profit_2x,atr_take_profit_3x,atr_volatility_regime,intraday_focus_score,centered_risk_score,phase1_center_score,phase2_center_score,phase4_rank,phase4_5d_mean_rank,phase4_5d_mean_top5,phase8_rank,phase8_raw_score,phase8_feature_trade_date,phase8_model_name,phase8_model_version,today_limit_up_excluded,today_high_return_vs_prev_close,today_close_return_vs_prev_close,phase1_rank,phase2_rank,phase1_excluded_by_top20_risk,phase2_excluded_by_top20_risk,phase2_is_cusum_event,phase1_feature_trade_date,phase2_feature_trade_date,phase4_feature_trade_date,phase1_model_name,phase1_model_version,phase2_mlfin_daily_vol,phase2_mlfin_cusum_threshold,phase2_model_name,phase2_model_version,phase4_name,phase4_model_name,phase4_model_version,track_stock,prev_rank,universe_rank,intraday_quote_datetime,intraday_quote_time,intraday_fetched_at,intraday_provisional,prev_source_tags,prev_reason,prev_watchlist_streak,prev_patterns,prev_phase1_score_100,prev_phase2_score_100,prev_phase4_score_100,prev_phase5_score_100,phase4_5d_count
2026-05-13,600333,长春燃气,1.9469026548672552,,False,,,90.91,81.82,54.55,86.28,4.2,90.48,,0.0297,39.67,sina_raw,above_signal,none,none,False,False,,,False,False,0.06105309540457249,0.033961359816913415,0.054183471175318146,2026-05-13,5.76,0.1708,5.5892,5.4184,6.1016,6.2724,低波动,72.3676,72.3676,78.18,96.36000000000001,11,125,False,3.0,0.011598775060050236,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.024778761061946764,0.019469026548672552,3,5,False,False,1,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.028008287256877828,0.025772215666600245,lightgbm_classifier,barrier_risk_phase2_v1,长春燃气,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,,229,2026-05-13 14:15:20,14:15:20,2026-05-13T14:15:30,True,,,,,,,,,4
2026-05-13,600150,中国船舶,2.839506172839501,pattern,True,3,"[""3""]",13.64,4.55,50.0,62.87,24.23,85.71,71.52,0.0334,35.23,sina_raw,above_signal,none,bullish,False,False,,,True,False,2.0726124674956594,1.8201391561242362,0.5049466227428465,2026-05-13,41.65,1.3907,40.2593,38.8685,44.4315,45.8222,中等波动,50.0,50.0,0.0,0.0,12,908,False,4.0,-0.003215539312445394,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.038024691358024665,0.02839506172839501,20,22,True,True,1,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.02251140699461156,0.026908644767332388,lightgbm_classifier,barrier_risk_phase2_v1,中国船舶,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,12,101,2026-05-13 14:15:18,14:15:18,2026-05-13T14:15:30,True,"[""pattern""]","post breakout 7d from 2026-04-28, below old high 40.98, vol_ratio=1.09",1,"[{""pattern_id"": 3, ""reason"": ""post breakout 7d from 2026-04-28, below old high 40.98, vol_ratio=1.09"", ""close"": 40.5, ""old_high_date"": ""2025-08-19"", ""old_high_price"": 40.98, ""days_since_old_high"": 172.0, ""max_drawdown_since_old_high"": 0.2679, ""distance_to_old_high_pct"": 0.0117, ""breakout_date"": ""2026-04-28"", ""breakout_volume_ratio"": 1.0865, ""breakout_close_position"": 0.8077, ""breakout_upper_shadow_pct"": 0.1923, ""breakout_body_pct"": 0.7722, ""breakout_turnover"": 0.0433, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0, ""days_after_breakout"": 7.0, ""post_breakout_max_high_extension_pct"": 0.0508, ""volume_ratio_20"": 0.8646}]",8.45,28.7,85.88,71.52,4
2026-05-13,603909,建发合诚,-0.3284072249589376,,False,,,81.82,90.91,45.45,91.19,2.53,19.05,,0.0458,25.67,sina_raw,below_signal,top_divergence,bearish,True,False,2026-05-13,,False,True,0.076999687864717,0.13199428472551905,-0.1099891937216041,2026-05-13,12.14,0.5564,11.5836,11.0272,13.2528,13.8092,中等波动,62.5404,62.5404,96.36000000000001,78.18,13,53,False,18.0,-0.06253312536242214,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.009031198686371145,-0.003284072249589376,5,3,False,False,0,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.030105882180978583,0.023779660853251384,lightgbm_classifier,barrier_risk_phase2_v1,建发合诚,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,,1459,2026-05-13 14:15:16,14:15:16,2026-05-13T14:15:30,True,,,,,,,,,4
2026-05-13,000637,茂化实华,-0.42016806722687816,,False,,,95.45,95.45,40.91,88.14,5.04,95.24,,0.0316,37.2,sina_raw,above_signal,none,none,False,False,,,False,False,0.04711436745203823,0.01180769854134126,0.07061333782139394,2026-05-13,4.74,0.1499,4.5901,4.4402,5.0398,5.1896,中等波动,54.73,54.73,69.1,69.1,14,95,False,2.0,0.022412502567763067,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.010504201680672232,-0.004201680672268782,2,2,False,False,0,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.026573629529117234,0.02696115111179052,lightgbm_classifier,barrier_risk_phase2_v1,茂化实华,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,,1790,2026-05-13 14:15:18,14:15:18,2026-05-13T14:15:30,True,,,,,,,,,4
2026-05-13,000810,创维数字,0.23677979479084232,pattern,True,5,"[""5""]",45.45,45.45,36.36,70.42,15.83,28.57,57.01,0.0277,40.0,sina_raw,dead_cross,top_divergence,none,True,False,2026-05-12,,False,False,0.34302704245300575,0.3722008604047974,-0.05834763590358327,2026-05-13,12.7,0.3524,12.3476,11.9952,13.4048,13.7572,低波动,42.54,42.54,30.900000000000006,30.900000000000006,15,604,False,16.0,-0.041052072285703976,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.00710339384372527,0.0023677979479084232,13,13,False,False,0,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.020496797655452884,0.03248037003817534,lightgbm_classifier,barrier_risk_phase2_v1,创维数字,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,7,1884,2026-05-13 14:15:24,14:15:24,2026-05-13T14:15:30,True,"[""pattern""]","recent 10d high on 2026-04-27 at 13.08, MA20 touch on 2026-05-12, latest distance=-3.13%, vol5_20=0.80",1,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-27 at 13.08, MA20 touch on 2026-05-12, latest distance=-3.13%, vol5_20=0.80"", ""close"": 12.67, ""distance_to_ma20"": 0.014, ""volume_ratio_20"": 0.6861, ""recent_high_date"": ""2026-04-27"", ""recent_high_price"": 13.08, ""days_since_recent_high"": 8.0, ""distance_from_recent_high_pct"": -0.0313, ""ma20_slope_short_pct"": 0.0028, ""ma20_slope_long_pct"": 0.0768, ""ma60_slope_short_pct"": 0.0014, ""ma60_slope_long_pct"": 0.0129, ""pullback_volume_contraction_ratio"": 0.7986, ""ma20_touch_date"": ""2026-05-12"", ""ma20_touch_distance"": 0.1055}]",44.52,49.15,86.22,57.01,4
2026-05-13,000561,烽火电子,1.3388259526261548,,False,,,68.18,72.73,31.82,85.1,4.76,100.0,,0.0264,40.0,sina_raw,above_signal,bottom_divergence,none,False,True,,2026-05-06,False,False,-0.06158236032749009,-0.12013281465881068,0.11710090866264117,2026-05-13,9.84,0.26,9.58,9.3201,10.3599,10.6199,低波动,48.184,48.184,76.36000000000001,85.46000000000001,16,148,False,1.0,0.02612877633719791,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.02162718846549949,0.013388259526261548,8,7,False,False,0,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.027114512789303692,0.02970631773547809,lightgbm_classifier,barrier_risk_phase2_v1,烽火电子,lightgbm_regressor,alpha158_qlib_return_phase4_v1,True,,1747,2026-05-13 14:15:24,14:15:24,2026-05-13T14:15:30,True,,,,,,,,,4
2026-05-13,002768,国恩股份,0.4918032786885185,pattern,True,2,"[""2""]",31.82,0.0,27.27,54.4,33.36,0.0,81.48,0.0379,31.06,sina_raw,above_signal,none,none,False,False,,,False,False,2.592136881518549,1.5686451288337868,2.046983505369524,2026-05-13,61.3,2.3219,58.9781,56.6561,65.9439,68.2658,中等波动,27.5612,27.5612,3.6400000000000006,0.0,17,1299,False,22.0,-0.09736162933809904,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.029180327868852496,0.004918032786885185,16,23,False,True,0,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.026396806118600662,0.025444537816628206,lightgbm_classifier,barrier_risk_phase2_v1,国恩股份,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,9,2761,2026-05-13 14:15:27,14:15:27,2026-05-13T14:15:30,True,"[""pattern""]","price above old high 60.98 from 2026-01-27, post_breakout=1d, vol_ratio=1.30",1,"[{""pattern_id"": 2, ""reason"": ""price above old high 60.98 from 2026-01-27, post_breakout=1d, vol_ratio=1.30"", ""close"": 61.0, ""old_high_date"": ""2026-01-27"", ""old_high_price"": 60.98, ""days_since_old_high"": 65.0, ""max_drawdown_since_old_high"": 0.2748, ""distance_to_old_high_pct"": -0.0003, ""breakout_date"": ""2026-05-11"", ""breakout_volume_ratio"": 1.3047, ""breakout_close_position"": 0.8072, ""breakout_upper_shadow_pct"": 0.1928, ""breakout_body_pct"": 0.6992, ""breakout_turnover"": 0.0567, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0003, ""days_after_breakout"": 1.0, ""post_breakout_max_high_extension_pct"": 0.0167, ""volume_ratio_20"": 1.1527}]",31.18,12.3,91.03,81.48,4
2026-05-13,002383,合众思壮,-0.10449320794148065,,False,,,86.36,63.64,22.73,62.69,15.58,80.95,,0.0319,36.83,sina_raw,above_signal,bottom_divergence,none,False,True,,2026-05-06,False,False,-0.1208752115853926,-0.18285534971337358,0.12396027625596195,2026-05-13,9.56,0.3054,9.2546,8.9491,10.1709,10.4763,中等波动,37.786,37.786,87.28,67.28,18,915,False,5.0,-0.003838266336390046,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.007314524555903867,-0.0010449320794148065,4,9,False,False,0,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.028683027280653698,0.03160905128322234,lightgbm_classifier,barrier_risk_phase2_v1,合众思壮,lightgbm_regressor,alpha158_qlib_return_phase4_v1,True,,2444,2026-05-13 14:15:27,14:15:27,2026-05-13T14:15:30,True,,,,,,,,,4
2026-05-13,002293,罗莱生活,-3.264604810996574,pattern,True,2,"[""2""]",22.73,22.73,18.18,93.06,3.36,71.43,83.47,0.0376,31.27,sina_raw,above_signal,none,bullish,False,False,,,True,False,0.2691414068733877,0.22608005717651325,0.08612269939374895,2026-05-13,11.26,0.4236,10.8364,10.4128,12.1072,12.5307,中等波动,18.18,18.18,0.0,0.0,19,35,False,7.0,-0.012539212386949427,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,-0.0077319587628865705,-0.03264604810996574,18,18,False,False,1,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.021801309570459632,0.021364634438270674,lightgbm_classifier,barrier_risk_phase2_v1,罗莱生活,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,3,2363,2026-05-13 14:15:27,14:15:27,2026-05-13T14:15:30,True,"[""pattern""]","price above old high 11.15 from 2023-05-09, post_breakout=10d, vol_ratio=1.55",3,"[{""pattern_id"": 2, ""reason"": ""price above old high 11.15 from 2023-05-09, post_breakout=10d, vol_ratio=1.55"", ""close"": 11.64, ""old_high_date"": ""2023-05-09"", ""old_high_price"": 11.15, ""days_since_old_high"": 727.0, ""max_drawdown_since_old_high"": 0.5, ""distance_to_old_high_pct"": -0.0439, ""breakout_date"": ""2026-04-23"", ""breakout_volume_ratio"": 1.5516, ""breakout_close_position"": 0.6986, ""breakout_upper_shadow_pct"": 0.3014, ""breakout_body_pct"": 0.3562, ""breakout_turnover"": 0.039, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0439, ""days_after_breakout"": 10.0, ""post_breakout_max_high_extension_pct"": 0.0629, ""volume_ratio_20"": 1.4642}]",13.24,19.88,97.06,83.47,4
2026-05-13,605258,协和电子,0.7327924627061,pattern,True,1,"[""1""]",63.64,36.36,13.64,84.56,11.13,23.81,61.27,0.039,30.15,sina_raw,above_signal,top_divergence,none,True,False,2026-05-13,,False,False,0.7419441238933047,0.622156579078538,0.23957508962953322,2026-05-13,38.49,1.5021,36.9879,35.4858,41.4942,42.9963,中等波动,20.5488,20.5488,67.28,12.719999999999999,20,164,False,17.0,-0.054126335446948066,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.01831981156765239,0.007327924627061,9,15,False,False,0,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.031099701007060002,0.029142762022242502,lightgbm_classifier,barrier_risk_phase2_v1,协和电子,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,8,1573,2026-05-13 14:15:23,14:15:23,2026-05-13T14:15:30,True,"[""pattern""]","near old high 39.67 from 2025-11-04, distance=3.68%, drawdown=24.02%, vol20=0.88",1,"[{""pattern_id"": 1, ""reason"": ""near old high 39.67 from 2025-11-04, distance=3.68%, drawdown=24.02%, vol20=0.88"", ""close"": 38.21, ""old_high_date"": ""2025-11-04"", ""old_high_price"": 39.67, ""days_since_old_high"": 123.0, ""max_drawdown_since_old_high"": 0.2402, ""distance_to_old_high_pct"": 0.0368, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 0.8831}]",77.98,43.01,80.9,61.27,4
2026-05-13,000605,渤海股份,0.41782729805013297,phase4_top,False,,,72.73,100.0,9.09,93.08,5.68,38.1,35.35,0.0272,40.0,sina_raw,above_signal,bottom_divergence,none,False,True,,2026-04-27,False,False,0.08656342894098579,0.03870882929810082,0.09570919928576993,2026-05-13,7.21,0.1959,7.0141,6.8181,7.6019,7.7978,低波动,23.1268,23.1268,85.46000000000001,60.0,21,34,False,14.0,-0.03105025121362185,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.011142061281337101,0.00417827298050133,7,1,False,False,0,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.01947054046548972,0.02878053267043901,lightgbm_classifier,barrier_risk_phase2_v1,渤海股份,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,19,1774,2026-05-13 14:15:21,14:15:21,2026-05-13T14:15:30,True,"[""phase4_top""]",,2,,76.1,94.44,97.99,35.35,4
2026-05-13,605162,新中港,2.120441051738764,pattern,True,6,"[""6""]",36.36,27.27,4.55,62.24,30.9,52.38,68.6,0.0625,18.81,sina_raw,below_signal,bottom_divergence,none,False,True,,2026-04-20,False,False,-0.11177491827748653,0.03684109925904408,-0.29723203507306123,2026-05-13,12.04,0.7529,11.2871,10.5343,13.5457,14.2986,高波动,5.5676,5.5676,12.719999999999999,0.0,22,935,False,11.0,-0.027805758343345,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.05597964376590325,0.02120441051738764,15,17,False,False,1,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.03999830842057354,0.02789673642322172,lightgbm_classifier,barrier_risk_phase2_v1,新中港,lightgbm_regressor,alpha158_qlib_return_phase4_v1,True,11,1553,2026-05-13 14:15:23,14:15:23,2026-05-13T14:15:30,True,"[""pattern""]","double-volume break reclaim: anchor=2026-03-31 support=11.61, peak=15.48 on 2026-04-08, launch=33.33%, limit_up_like=5, pullback_max/rise_tail=0.84, broke=2026-05-06 vol_ratio=0.37, reclaimed=2026-05-07 in 1d",3,"[{""pattern_id"": 6, ""reason"": ""double-volume break reclaim: anchor=2026-03-31 support=11.61, peak=15.48 on 2026-04-08, launch=33.33%, limit_up_like=5, pullback_max/rise_tail=0.84, broke=2026-05-06 vol_ratio=0.37, reclaimed=2026-05-07 in 1d"", ""close"": 11.79, ""pullback_low_date"": ""2026-04-30"", ""pullback_low_price"": 11.09, ""peak_to_pullback_drawdown_pct"": 0.2836, ""pullback_back_half_volume_ratio"": 0.4533, ""volume_ratio_20"": 0.5478, ""pattern6_branch"": ""break_reclaim"", ""anchor_date"": ""2026-03-31"", ""anchor_close"": 11.61, ""support_price"": 11.61, ""anchor_volume_ratio_prev"": 1.1209, ""anchor_volume_ratio_ma20"": 1.6448, ""launch_confirm_high_date"": ""2026-04-08"", ""launch_confirm_high_price"": 15.48, ""launch_confirm_return_pct"": 0.3333, ""peak_date"": ""2026-04-08"", ""peak_price"": 15.48, ""anchor_to_peak_return_pct"": 0.3333, ""limit_up_like_count"": 5.0, ""pullback_volume_ratio_to_anchor"": 0.8395, ""pullback_front_half_avg_volume"": 38374296.6, ""pullback_back_half_avg_volume"": 17394940.2727, ""rise_tail_avg_volume"": 62073972.6667, ""pullback_max_volume"": 51978014.0, ""pullback_max_rise_tail_volume_ratio"": 0.8374, ""breakdown_date"": ""2026-05-06"", ""breakdown_volume_ratio_to_anchor"": 0.3736, ""reclaim_date"": ""2026-05-07"", ""days_to_reclaim"": 1.0, ""post_reclaim_days"": 3.0}]",84.65,61.82,72.73,68.6,4
2026-05-13,002821,凯莱英,-1.9086042361703637,pattern,True,4,"[""4""]",18.18,9.09,0.0,82.89,10.93,9.52,57.83,0.0432,27.25,sina_raw,above_signal,top_divergence,none,True,False,2026-04-30,,False,False,4.689434350436343,4.467709162726813,0.4434503754190615,2026-05-13,126.43,5.4586,120.9714,115.5128,137.3472,142.8058,中等波动,0.0,0.0,0.0,0.0,23,190,False,20.0,-0.07772047164867175,2026-05-13,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.008611994724183614,-0.019086042361703637,19,21,True,True,1,2026-05-13,2026-05-13,2026-05-13,logistic_regression,tail_risk_phase1_v1,0.029193339336261805,0.027963555884470425,lightgbm_classifier,barrier_risk_phase2_v1,凯莱英,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,14,2804,2026-05-13 14:15:27,14:15:27,2026-05-13T14:15:30,True,"[""pattern""]","duck peak 2026-04-02 at 129.80, neck=25.47%, pullback=15.25%, cross=2026-04-28, vol/pk_tail=0.46",1,"[{""pattern_id"": 4, ""reason"": ""duck peak 2026-04-02 at 129.80, neck=25.47%, pullback=15.25%, cross=2026-04-28, vol/pk_tail=0.46"", ""close"": 128.89, ""duck_peak_date"": ""2026-04-02"", ""duck_peak_price"": 129.8, ""days_since_duck_peak"": 24.0, ""neck_start_date"": ""2026-02-12"", ""neck_return_pct"": 0.2547, ""neck_low_to_peak_return_pct"": 0.4212, ""pullback_low_date"": ""2026-04-22"", ""pullback_low_price"": 110.0, ""peak_to_pullback_drawdown_pct"": 0.1525, ""nostril_cross_date"": ""2026-04-28"", ""days_since_nostril_cross"": 7.0, ""cross_after_pullback_low_days"": 4.0, ""nostril_cross_ma5_ma10_gap_pct"": 0.0126, ""latest_ma5_ma10_gap_pct"": 0.0149, ""nostril_volume_ma20_ratio"": 0.8097, ""distance_to_duck_peak_pct"": -0.007, ""pullback_volume_peak_tail_ratio"": 0.4556, ""pullback_back_half_volume_ratio"": 0.7034, ""pullback_max_single_day_peak_tail_ratio"": 0.9594, ""large_bearish_count"": 0.0, ""max_bearish_body_pct"": 0.0372, ""max_bearish_volume_ratio"": 2.1056, ""volume_ratio_20"": 1.21, ""pullback_max_volume"": 21306284.0}]",15.72,12.97,76.11,57.83,4
