intraday_trade_date,symbol,name,intraday_pct_change,prev_source,prev_pattern_match,prev_pattern_id,prev_pattern_ids,phase1_score_100,phase2_score_100,phase4_score_100,phase4_5d_mean,phase4_5d_std,phase5_score_100,atr_pct_14,建议总仓位%,intraday_source,macd_cross_state,macd_divergence_state,volume_price_divergence_state,macd_top_divergence_15d,macd_bottom_divergence_15d,macd_top_divergence_signal_date,macd_bottom_divergence_signal_date,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,macd,macd_signal_line,macd_hist,atr_trade_date,atr_close,atr_14,atr_stop_loss_1x,atr_stop_loss_2x,atr_take_profit_2x,atr_take_profit_3x,atr_volatility_regime,intraday_focus_score,centered_risk_score,phase1_center_score,phase2_center_score,phase4_rank,phase4_5d_mean_rank,phase4_5d_mean_top5,phase1_rank,phase2_rank,phase1_excluded_by_top20_risk,phase2_excluded_by_top20_risk,phase2_is_cusum_event,phase1_feature_trade_date,phase2_feature_trade_date,phase4_feature_trade_date,phase1_model_name,phase1_model_version,phase2_mlfin_daily_vol,phase2_mlfin_cusum_threshold,phase2_model_name,phase2_model_version,phase4_name,phase4_model_name,phase4_model_version,track_stock,prev_rank,universe_rank,intraday_quote_datetime,intraday_quote_time,intraday_fetched_at,intraday_provisional,prev_source_tags,prev_reason,prev_watchlist_streak,prev_patterns,prev_phase1_score_100,prev_phase2_score_100,prev_phase4_score_100,prev_phase5_score_100,phase4_5d_count,intraday_selection_source
2026-05-11,002579,中京电子,,pattern,True,5.0,"[""5""]",61.32,20.33,96.62,97.7,0.89,56.81,0.0417,28.19,sina_raw,golden_cross,none,none,False,False,,,False,False,0.175324922266725,0.1446082357032082,0.0614333731270336,2026-05-11,13.46,0.5618,12.8982,12.3363,14.5837,15.1455,中等波动,101.6312,101.6312,62.64,0.0,102,9.0,False,1154,2376,False,False,0.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0310470639696777,0.0316428726125986,lightgbm_classifier,barrier_risk_phase2_v1,中京电子,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,2.0,2610,2026-05-11 15:00:00,15:00:00,2026-05-11T16:58:33,True,"[""pattern""]","recent 10d high on 2026-04-22 at 13.52, MA20 touch on 2026-05-08, latest distance=-1.92%, vol5_20=0.86",2.0,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-22 at 13.52, MA20 touch on 2026-05-08, latest distance=-1.92%, vol5_20=0.86"", ""close"": 13.26, ""distance_to_ma20"": 0.0321, ""volume_ratio_20"": 0.7552, ""recent_high_date"": ""2026-04-22"", ""recent_high_price"": 13.52, ""days_since_recent_high"": 9.0, ""distance_from_recent_high_pct"": -0.0192, ""ma20_slope_short_pct"": 0.0025, ""ma20_slope_long_pct"": 0.0316, ""ma60_slope_short_pct"": 0.0024, ""ma60_slope_long_pct"": 0.0053, ""pullback_volume_contraction_ratio"": 0.8591, ""ma20_touch_date"": ""2026-05-08"", ""ma20_touch_distance"": 0.112}]",68.46,21.14,97.76,56.81,3.0,top20
2026-05-11,603966,法兰泰克,,pattern,True,1.0,"[""1""]",58.24,19.15,96.42,92.5,3.51,79.17,0.034,34.56,sina_raw,below_signal,none,bullish,False,False,,,True,False,0.3155987707400509,0.3222205967907679,-0.0132436521014339,2026-05-11,14.45,0.4919,13.9581,13.4662,15.4338,15.9257,中等波动,100.9384,100.9384,56.480000000000004,0.0,108,64.0,False,1246,2411,False,True,0.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0252785402802072,0.0278591122021153,lightgbm_classifier,barrier_risk_phase2_v1,法兰泰克,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,5.0,1483,2026-05-11 15:00:06,15:00:06,2026-05-11T16:58:33,True,"[""pattern""]","near old high 14.72 from 2026-01-19, distance=1.70%, drawdown=25.88%, vol20=0.85",2.0,"[{""pattern_id"": 1, ""reason"": ""near old high 14.72 from 2026-01-19, distance=1.70%, drawdown=25.88%, vol20=0.85"", ""close"": 14.47, ""old_high_date"": ""2026-01-19"", ""old_high_price"": 14.72, ""days_since_old_high"": 69.0, ""max_drawdown_since_old_high"": 0.2588, ""distance_to_old_high_pct"": 0.017, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 0.8504}]",60.03,17.21,93.21,79.17,3.0,top20
2026-05-11,002443,金洲管道,,pattern,True,1.0,"[""1""]",37.84,11.24,94.21,86.54,7.73,80.79,0.0453,25.98,sina_raw,above_signal,none,none,False,False,,,False,False,0.768585517429921,0.6450532231410135,0.2470645885778148,2026-05-11,12.0,0.5435,11.4565,10.913,13.087,13.6305,中等波动,95.4644,95.4644,15.680000000000007,0.0,174,167.0,False,1854,2647,False,True,0.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0303206017022881,0.0251035800120082,lightgbm_classifier,barrier_risk_phase2_v1,金洲管道,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,19.0,2497,2026-05-11 15:00:00,15:00:00,2026-05-11T16:58:33,True,"[""pattern""]","near old high 12.41 from 2016-10-26, distance=4.83%, drawdown=67.20%, vol20=1.04",1.0,"[{""pattern_id"": 1, ""reason"": ""near old high 12.41 from 2016-10-26, distance=4.83%, drawdown=67.20%, vol20=1.04"", ""close"": 11.81, ""old_high_date"": ""2016-10-26"", ""old_high_price"": 12.41, ""days_since_old_high"": 2253.0, ""max_drawdown_since_old_high"": 0.672, ""distance_to_old_high_pct"": 0.0483, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 1.0364}]",6.58,8.76,75.94,80.79,3.0,top20
2026-05-11,002628,成都路桥,,pattern,True,1.0,"[""1""]",40.59,12.81,90.86,83.0,7.23,69.87,0.0383,30.75,sina_raw,above_signal,none,none,False,False,,,False,False,0.1632564874306226,0.13515228604037,0.0562084027805052,2026-05-11,5.87,0.2246,5.6454,5.4208,6.3192,6.5438,中等波动,92.5544,92.5544,21.180000000000007,0.0,274,239.0,False,1772,2600,False,True,1.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.027808985806769,0.0258359120084556,lightgbm_classifier,barrier_risk_phase2_v1,成都路桥,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,17.0,2649,2026-05-11 15:00:00,15:00:00,2026-05-11T16:58:33,True,"[""pattern""]","near old high 6.08 from 2025-07-22, distance=3.95%, drawdown=35.03%, vol20=0.97",1.0,"[{""pattern_id"": 1, ""reason"": ""near old high 6.08 from 2025-07-22, distance=3.95%, drawdown=35.03%, vol20=0.97"", ""close"": 5.84, ""old_high_date"": ""2025-07-22"", ""old_high_price"": 6.08, ""days_since_old_high"": 190.0, ""max_drawdown_since_old_high"": 0.3503, ""distance_to_old_high_pct"": 0.0395, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 0.968}]",55.47,16.04,73.39,69.87,3.0,top20
2026-05-11,002805,丰元股份,,pattern,True,2.0,"[""2""]",2.62,2.62,92.33,63.88,45.19,70.81,0.0489,24.06,sina_raw,above_signal,top_divergence,none,True,False,2026-04-20,,False,False,1.8951999072652228,1.1312423313799171,1.527915151770611,2026-05-11,25.46,1.2447,24.2153,22.9706,27.9494,29.1941,中等波动,92.33,92.33,0.0,0.0,230,918.0,False,2904,2904,True,True,1.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.034761007754436,0.0350855815663763,lightgbm_classifier,barrier_risk_phase2_v1,丰元股份,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,3.0,2790,2026-05-11 15:00:00,15:00:00,2026-05-11T16:58:33,True,"[""pattern""]","price above old high 23.85 from 2025-11-18, post_breakout=2d, vol_ratio=1.07",1.0,"[{""pattern_id"": 2, ""reason"": ""price above old high 23.85 from 2025-11-18, post_breakout=2d, vol_ratio=1.07"", ""close"": 24.65, ""old_high_date"": ""2025-11-18"", ""old_high_price"": 23.85, ""days_since_old_high"": 111.0, ""max_drawdown_since_old_high"": 0.3459, ""distance_to_old_high_pct"": -0.0335, ""breakout_date"": ""2026-05-06"", ""breakout_volume_ratio"": 1.0671, ""breakout_close_position"": 1.0, ""breakout_upper_shadow_pct"": 0.0, ""breakout_body_pct"": 0.7627, ""breakout_turnover"": 0.2487, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0335, ""days_after_breakout"": 2.0, ""post_breakout_max_high_extension_pct"": 0.0541, ""volume_ratio_20"": 2.1009}]",0.91,0.7,99.23,70.81,3.0,top20
2026-05-11,002293,罗莱生活,,pattern,True,3.0,"[""3""]",22.38,32.0,91.33,91.73,2.82,83.47,0.0359,32.79,sina_raw,above_signal,bottom_divergence,bearish,False,True,,2026-04-16,False,True,0.2102489238096563,0.2036582357594138,0.0131813761004848,2026-05-11,10.98,0.3939,10.5861,10.1923,11.7677,12.1616,中等波动,91.81,91.81,0.0,4.0,260,75.0,False,2315,2028,False,False,1.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0201007266623438,0.0213644472197242,lightgbm_classifier,barrier_risk_phase2_v1,罗莱生活,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,8.0,2362,2026-05-11 15:00:00,15:00:00,2026-05-11T16:58:33,True,"[""pattern""]","post breakout 8d from 2026-04-23, below old high 11.15, vol_ratio=1.55",1.0,"[{""pattern_id"": 3, ""reason"": ""post breakout 8d from 2026-04-23, below old high 11.15, vol_ratio=1.55"", ""close"": 10.7, ""old_high_date"": ""2023-05-09"", ""old_high_price"": 11.15, ""days_since_old_high"": 725.0, ""max_drawdown_since_old_high"": 0.5, ""distance_to_old_high_pct"": 0.0404, ""breakout_date"": ""2026-04-23"", ""breakout_volume_ratio"": 1.5516, ""breakout_close_position"": 0.6986, ""breakout_upper_shadow_pct"": 0.3014, ""breakout_body_pct"": 0.3562, ""breakout_turnover"": 0.039, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0, ""days_after_breakout"": 8.0, ""post_breakout_max_high_extension_pct"": 0.0401, ""volume_ratio_20"": 1.0211}]",38.22,51.81,88.52,83.47,3.0,top20
2026-05-11,600929,雪天盐业,,pattern,True,5.0,"[""5""]",3.79,37.44,89.75,91.75,1.86,73.84,0.0443,26.55,sina_raw,below_signal,bottom_divergence,bearish,False,True,,2026-04-29,False,True,0.1600038249199711,0.1937149838441441,-0.067422317848346,2026-05-11,6.83,0.3027,6.5273,6.2246,7.4354,7.738,中等波动,91.5356,91.5356,0.0,14.879999999999995,307,74.0,False,2869,1866,True,False,1.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.023595218765515,0.021727598643355,lightgbm_classifier,barrier_risk_phase2_v1,雪天盐业,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,10.0,657,2026-05-11 15:00:04,15:00:04,2026-05-11T16:58:33,True,"[""pattern""]","recent 10d high on 2026-04-22 at 7.30, MA20 touch on 2026-05-08, latest distance=-1.37%, vol5_20=0.77",1.0,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-22 at 7.30, MA20 touch on 2026-05-08, latest distance=-1.37%, vol5_20=0.77"", ""close"": 7.2, ""distance_to_ma20"": 0.0434, ""volume_ratio_20"": 1.3887, ""recent_high_date"": ""2026-04-22"", ""recent_high_price"": 7.3, ""days_since_recent_high"": 9.0, ""distance_from_recent_high_pct"": -0.0137, ""ma20_slope_short_pct"": 0.0085, ""ma20_slope_long_pct"": 0.0869, ""ma60_slope_short_pct"": 0.0026, ""ma60_slope_long_pct"": 0.0262, ""pullback_volume_contraction_ratio"": 0.7722, ""ma20_touch_date"": ""2026-05-08"", ""ma20_touch_distance"": -0.1305}]",7.42,15.54,94.21,73.84,3.0,top20
2026-05-11,601869,长飞光纤,,pattern,True,5.0,"[""5""]",11.41,7.82,90.42,91.01,5.12,60.57,0.0626,18.79,sina_raw,below_signal,top_divergence,none,True,False,2026-04-27,,False,False,22.79287211032107,26.187754006729808,-6.7897637928174746,2026-05-11,400.31,25.0577,375.2523,350.1945,450.4255,475.4832,高波动,90.42,90.42,0.0,0.0,287,85.0,False,2642,2749,True,True,1.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0472763361100394,0.0277897897551206,lightgbm_classifier,barrier_risk_phase2_v1,长飞光纤,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,15.0,882,2026-05-11 15:00:01,15:00:01,2026-05-11T16:58:33,True,"[""pattern""]","recent 10d high on 2026-04-23 at 422.88, MA20 touch on 2026-05-07, latest distance=-6.07%, vol5_20=0.88",1.0,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-23 at 422.88, MA20 touch on 2026-05-07, latest distance=-6.07%, vol5_20=0.88"", ""close"": 397.23, ""distance_to_ma20"": 0.0556, ""volume_ratio_20"": 1.0447, ""recent_high_date"": ""2026-04-23"", ""recent_high_price"": 422.88, ""days_since_recent_high"": 8.0, ""distance_from_recent_high_pct"": -0.0607, ""ma20_slope_short_pct"": 0.0054, ""ma20_slope_long_pct"": 0.1179, ""ma60_slope_short_pct"": 0.0148, ""ma60_slope_long_pct"": 0.1762, ""pullback_volume_contraction_ratio"": 0.8847, ""ma20_touch_date"": ""2026-05-07"", ""ma20_touch_distance"": -6.1205}]",4.13,6.17,85.07,60.57,3.0,top20
2026-05-11,603912,佳力图,,pattern,True,1.0,"[""1""]",75.08,20.4,76.56,85.7,6.57,64.06,0.0529,22.25,sina_raw,above_signal,bottom_divergence,bullish,False,True,,2026-04-24,True,False,0.3801585161286915,0.3116416754565149,0.1370336813443533,2026-05-11,11.51,0.6085,10.9015,10.293,12.727,13.3356,中等波动,83.7728,83.7728,90.16,0.0,701,184.0,False,744,2374,False,False,0.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0369073606543941,0.0331690970119056,lightgbm_classifier,barrier_risk_phase2_v1,佳力图,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,11.0,1459,2026-05-11 15:00:02,15:00:02,2026-05-11T16:58:33,True,"[""pattern""]","near old high 11.90 from 2025-08-19, distance=2.18%, drawdown=33.61%, vol20=0.89",1.0,"[{""pattern_id"": 1, ""reason"": ""near old high 11.90 from 2025-08-19, distance=2.18%, drawdown=33.61%, vol20=0.89"", ""close"": 11.64, ""old_high_date"": ""2025-08-19"", ""old_high_price"": 11.9, ""days_since_old_high"": 170.0, ""max_drawdown_since_old_high"": 0.3361, ""distance_to_old_high_pct"": 0.0218, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 0.8914}]",44.5,10.03,88.92,64.06,3.0,top20
2026-05-11,601231,环旭电子,,pattern,True,5.0,"[""5""]",71.22,29.29,74.82,84.52,6.87,74.78,0.0599,19.63,sina_raw,above_signal,none,none,False,False,,,False,False,1.07062795732422,0.9807200251800816,0.1798158642882765,2026-05-11,41.18,2.4681,38.7119,36.2437,46.1163,48.5844,中等波动,81.4152,81.4152,82.44,0.0,753,208.0,False,859,2109,False,False,0.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0442303503556794,0.030206534064866,lightgbm_classifier,barrier_risk_phase2_v1,环旭电子,lightgbm_regressor,alpha158_qlib_return_phase4_v1,False,6.0,784,2026-05-11 15:00:01,15:00:01,2026-05-11T16:58:33,True,"[""pattern""]","recent 10d high on 2026-04-22 at 44.89, MA20 touch on 2026-05-07, latest distance=-7.57%, vol5_20=0.85",1.0,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-22 at 44.89, MA20 touch on 2026-05-07, latest distance=-7.57%, vol5_20=0.85"", ""close"": 41.49, ""distance_to_ma20"": 0.0563, ""volume_ratio_20"": 0.7596, ""recent_high_date"": ""2026-04-22"", ""recent_high_price"": 44.89, ""days_since_recent_high"": 9.0, ""distance_from_recent_high_pct"": -0.0757, ""ma20_slope_short_pct"": 0.0111, ""ma20_slope_long_pct"": 0.0953, ""ma60_slope_short_pct"": 0.0033, ""ma60_slope_long_pct"": 0.0404, ""pullback_volume_contraction_ratio"": 0.8451, ""ma20_touch_date"": ""2026-05-07"", ""ma20_touch_distance"": -0.095}]",78.22,28.96,89.49,74.78,3.0,top20
2026-05-11,000561,烽火电子,,,False,,,90.07,84.5,90.15,86.46,4.77,,0.0257,40.0,sina_raw,above_signal,bottom_divergence,none,False,True,,2026-05-06,False,False,-0.0865734901552119,-0.1487431324613627,0.1243392846123015,2026-05-11,9.94,0.2553,9.6847,9.4294,10.4506,10.7059,低波动,107.4588,107.4588,79.86000000000001,91.0,295,169.0,False,297,463,False,False,0.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0273995681355487,0.0297082047444598,lightgbm_classifier,barrier_risk_phase2_v1,烽火电子,lightgbm_regressor,alpha158_qlib_return_phase4_v1,True,,1746,2026-05-11 15:00:00,15:00:00,2026-05-11T16:58:33,True,,,,,,,,,3.0,track_stock
2026-05-11,002383,合众思壮,,,False,,,93.49,74.07,87.78,65.78,16.89,,0.0324,36.3,sina_raw,above_signal,bottom_divergence,none,False,True,,2026-05-06,False,False,-0.1433011596341682,-0.215158632169304,0.1437149450702715,2026-05-11,9.78,0.317,9.463,9.146,10.414,10.731,中等波动,104.1984,104.1984,73.02000000000001,88.13999999999999,366,837.0,False,195,774,False,False,1.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0291148171142749,0.0316112884377275,lightgbm_classifier,barrier_risk_phase2_v1,合众思壮,lightgbm_regressor,alpha158_qlib_return_phase4_v1,True,,2443,2026-05-11 15:00:00,15:00:00,2026-05-11T16:58:33,True,,,,,,,,,3.0,track_stock
2026-05-11,600707,彩虹股份,,,False,,,8.59,6.14,2.18,34.86,45.57,,0.0576,20.44,sina_raw,above_signal,none,none,False,False,,,False,False,0.6407725645259408,0.5938266104459796,0.0938919081599223,2026-05-11,9.15,0.5266,8.6234,8.0968,10.2032,10.7298,中等波动,2.18,2.18,0.0,0.0,2922,2159.0,False,2726,2799,True,True,1.0,2026-05-11,2026-05-11,2026-05-11,logistic_regression,tail_risk_phase1_v1,0.0394379671287027,0.0296254727165814,lightgbm_classifier,barrier_risk_phase2_v1,彩虹股份,lightgbm_regressor,alpha158_qlib_return_phase4_v1,True,,491,2026-05-11 15:00:01,15:00:01,2026-05-11T16:58:33,True,,,,,,,,,3.0,track_stock
