交易日期,编号,名称,来源路线,关切板块,契合主线,龙头指数,P1,P2,P4,混合分,长期主线指数,短期主线指数,P9买入分
2026-05-19,"=""600183""",生益科技,短期强度Top20,电子-元件/存储芯片/先进封装/MiniLED,MiniLED,88.23,3.58,1.87,3.01,3.01,86.43,67.22,27.89
2026-05-19,"=""002149""",西部材料,P9买入Top20,有色金属-小金属/超导概念,超导概念,87.28,1.71,7.33,47.67,47.67,92.24,59.93,28.95
2026-05-19,"=""600869""",远东股份,P9买入Top20,铜缆高速连接/柔性直流输电/电力设备-电网设备/特高压/超导概念,柔性直流输电,86.39,11.17,6.22,6.46,6.46,80.33,52.84,33.28
2026-05-19,"=""002916""",深南电路,短期强度Top20,电子-元件/存储芯片/先进封装/富士康概念,先进封装,86.07,17.73,10.87,95.18,95.18,88.88,75.17,24.72
2026-05-19,"=""603083""",剑桥科技,P9买入Top20,通信-通信设备/WiFi 6,WiFi 6,85.95,7.96,10.0,91.26,91.26,90.04,51.92,33.89
2026-05-19,"=""002487""",大金重工,P9买入Top20,电力设备-风电设备,电力设备-风电设备,85.38,30.75,28.34,26.65,26.77,84.9,45.32,35.62
2026-05-19,"=""003018""",金富科技,P9买入Top20,轻工制造-包装印刷,轻工制造-包装印刷,85.32,0.74,0.7,86.61,86.61,81.56,29.87,28.76
2026-05-19,"=""601208""",东材科技,短期强度Top20,光刻胶/OLED/特高压,OLED,85.11,14.15,6.02,73.92,73.92,85.85,69.08,25.15
2026-05-19,"=""603626""",科森科技,短期强度Top20,富士康概念,富士康概念,83.58,65.87,13.35,95.35,101.0892,91.29,66.59,24.65
2026-05-19,"=""605376""",博迁新材,P9买入Top20,有色金属-能源金属,有色金属-能源金属,83.52,2.04,37.6,89.12,90.944,84.27,25.95,29.7
2026-05-19,"=""000962""",东方钽业,短期强度Top20,超级电容/超导概念,超级电容,83.33,28.97,4.18,38.5,38.5,90.08,72.4,30.17
2026-05-19,"=""002838""",道恩股份,P9买入Top20,PEEK材料,PEEK材料,83.26,15.56,10.37,86.54,86.54,89.99,55.15,29.89
2026-05-19,"=""002851""",麦格米特,短期强度Top20,超级电容/第三代半导体/英伟达概念,超级电容,83.02,26.2,27.63,89.35,89.35,90.08,72.4,30.17
2026-05-19,"=""000811""",冰轮环境,短期强度Top20,中芯国际概念/超导概念,中芯国际概念,82.61,2.34,1.51,5.09,5.09,86.83,72.68,27.3
2026-05-19,"=""603629""",利通电子,短期强度Top20,OLED/英伟达概念,OLED,82.15,5.72,5.45,0.74,0.74,85.85,69.08,25.15
2026-05-19,"=""002202""",金风科技,P9买入Top20,电力设备-风电设备,电力设备-风电设备,82.11,72.33,54.5,52.39,65.0428,84.9,45.32,35.62
2026-05-19,"=""002837""",英维克,P9买入Top20,英伟达概念,英伟达概念,82.01,33.66,56.24,63.91,70.7932,86.1,56.31,28.35
2026-05-19,"=""603618""",杭电股份,P9买入Top20,电力设备-电网设备,电力设备-电网设备,81.83,5.25,8.26,52.7,52.7,79.77,58.04,32.1
2026-05-19,"=""600176""",中国巨石,P9买入Top20,PEEK材料/建筑材料-玻璃玻纤,建筑材料-玻璃玻纤,81.41,34.86,17.2,70.37,71.1476,72.25,45.78,29.09
2026-05-19,"=""002484""",江海股份,短期强度Top20,超级电容,超级电容,81.39,2.17,2.01,11.18,11.18,90.08,72.4,30.17
2026-05-19,"=""002428""",云南锗业,短期强度Top20,光纤概念/第三代半导体,第三代半导体,80.87,2.78,6.99,8.84,8.84,92.01,66.1,24.8
2026-05-19,"=""603286""",日盈电子,短期强度Top20,PM2.5,PM2.5,80.82,38.34,22.58,21.12,22.4544,75.78,75.68,25.95
2026-05-19,"=""600330""",天通股份,短期强度Top20,电子-电子化学品Ⅱ/先进封装/OLED/第三代半导体,OLED,80.8,6.12,9.9,33.78,33.78,85.85,69.08,25.15
2026-05-19,"=""002436""",兴森科技,短期强度Top20,存储芯片/先进封装,先进封装,80.56,11.21,7.83,82.22,82.22,88.88,75.17,24.72
2026-05-19,"=""003031""",中瓷电子,短期强度Top20,光刻机,光刻机,80.48,1.54,1.84,0.6,0.6,85.7,65.83,27.07
2026-05-19,"=""002600""",领益智造,短期强度Top20,AI手机/富士康概念,AI手机,80.35,2.21,2.31,91.66,91.66,84.72,70.03,25.93
2026-05-19,"=""002975""",博杰股份,短期强度Top20,机械设备-自动化设备/富士康概念/英伟达概念,机械设备-自动化设备,80.21,20.88,5.89,24.67,24.67,74.95,84.96,24.81
2026-05-19,"=""603920""",世运电路,短期强度Top20,OLED,OLED,80.05,30.61,20.14,85.14,85.2376,85.85,69.08,25.15
2026-05-19,"=""600522""",中天科技,短期强度Top20,超级电容/铜缆高速连接/柔性直流输电,超级电容,79.68,6.76,6.66,77.44,77.44,90.08,72.4,30.17
2026-05-19,"=""002979""",雷赛智能,短期强度Top20,机械设备-自动化设备/富士康概念,机械设备-自动化设备,79.63,2.11,3.81,81.19,81.19,74.95,84.96,24.81
2026-05-19,"=""002273""",水晶光电,短期强度Top20,AI手机,AI手机,79.56,12.98,8.36,46.07,46.07,84.72,70.03,25.93
2026-05-19,"=""000657""",中钨高新,P9买入Top20,有色金属-小金属,有色金属-小金属,79.38,12.58,53.56,40.41,46.0644,83.1,25.36,34.95
2026-05-19,"=""601126""",四方股份,P9买入Top20,柔性直流输电/电力设备-电网设备,柔性直流输电,79.34,3.75,1.94,99.5,99.5,80.33,52.84,33.28
2026-05-19,"=""002491""",通鼎互联,短期强度Top20,通信-通信设备,通信-通信设备,78.8,4.92,11.31,4.55,4.55,94.97,67.14,34.38
2026-05-19,"=""002565""",顺灏股份,P9买入Top20,轻工制造-包装印刷,轻工制造-包装印刷,78.47,20.61,47.44,91.56,95.7456,81.56,29.87,28.76
2026-05-19,"=""002046""",国机精工,短期强度Top20,中芯国际概念/第三代半导体,第三代半导体,78.39,13.15,38.94,47.51,49.6556,92.01,66.1,24.8
2026-05-19,"=""600498""",烽火通信,P9买入Top20,WiFi 6/特高压,特高压,78.13,50.12,54.27,81.35,90.394,86.35,61.76,31.74
2026-05-19,"=""603052""",可川科技,短期强度Top20,OLED,OLED,77.84,4.82,4.01,19.45,19.45,85.85,69.08,25.15
2026-05-19,"=""002842""",翔鹭钨业,P9买入Top20,有色金属-小金属,有色金属-小金属,77.6,7.86,21.48,68.23,68.23,83.1,25.36,34.95
2026-05-19,"=""002245""",蔚蓝锂芯,短期强度Top20,MiniLED,MiniLED,77.28,1.67,1.91,80.18,80.18,86.43,67.22,27.89
2026-05-19,"=""603063""",禾望电气,P9买入Top20,电力设备-风电设备,电力设备-风电设备,77.11,4.62,4.48,64.91,64.91,84.9,45.32,35.62
2026-05-19,"=""002429""",兆驰股份,短期强度Top20,MiniLED,MiniLED,77.09,74.87,51.25,86.24,98.5192,86.43,67.22,27.89
2026-05-19,"=""002281""",光迅科技,短期强度Top20,通信-通信设备,通信-通信设备,77.05,1.41,3.21,11.45,11.45,94.97,67.14,34.38
2026-05-19,"=""603115""",海星股份,短期强度Top20,电子-电子化学品Ⅱ,电子-电子化学品Ⅱ,77.03,0.6,19.57,97.39,97.39,93.83,76.14,28.25
2026-05-19,"=""600673""",东阳光,短期强度Top20,超级电容,超级电容,76.82,16.63,55.67,79.18,85.3408,90.08,72.4,30.17
2026-05-19,"=""002052""",同洲电子,P9买入Top20,电力设备-其他电源设备Ⅱ,电力设备-其他电源设备Ⅱ,76.59,37.91,62.43,33.01,42.0588,79.28,57.03,28.63
2026-05-19,"=""002787""",华源控股,P9买入Top20,轻工制造-包装印刷,轻工制造-包装印刷,76.36,4.22,6.36,10.04,10.04,81.56,29.87,28.76
2026-05-19,"=""002213""",大为股份,P9买入Top20,电子-半导体/WiFi 6,WiFi 6,75.88,26.36,11.91,51.39,51.39,90.04,51.92,33.89
2026-05-19,"=""002636""",金安国纪,短期强度Top20,电子-元件,电子-元件,75.85,22.42,9.07,9.98,9.98,85.58,83.54,36.11
2026-05-19,"=""600118""",中国卫星,P9买入Top20,6G概念,6G概念,75.79,5.52,1.47,94.31,94.31,88.37,65.38,32.67
2026-05-19,"=""603061""",金海通,短期强度Top20,电子-半导体,电子-半导体,75.76,99.53,39.88,96.92,104.1664,84.45,69.39,26.85
2026-05-19,"=""603773""",沃格光电,短期强度Top20,MiniLED/光刻机,光刻机,75.65,0.17,0.33,0.17,0.17,85.7,65.83,27.07
2026-05-19,"=""603045""",福达合金,P9买入Top20,电力设备-电网设备,电力设备-电网设备,75.35,1.2,5.49,2.24,2.24,79.77,58.04,32.1
2026-05-19,"=""600353""",旭光电子,短期强度Top20,光刻机/柔性直流输电,光刻机,75.09,3.21,1.07,2.75,2.75,85.7,65.83,27.07
2026-05-19,"=""002518""",科士达,P9买入Top20,电力设备-其他电源设备Ⅱ,电力设备-其他电源设备Ⅱ,75.06,8.23,3.14,50.82,50.82,79.28,57.03,28.63
2026-05-19,"=""603311""",金海高科,短期强度Top20,PM2.5,PM2.5,74.93,4.95,3.51,0.44,0.44,75.78,75.68,25.95
2026-05-19,"=""603002""",宏昌电子,短期强度Top20,先进封装,先进封装,74.81,8.2,3.45,18.85,18.85,88.88,75.17,24.72
2026-05-19,"=""603228""",XD景旺电,P9买入Top20,6G概念,6G概念,74.49,7.16,34.89,97.29,98.4636,88.37,65.38,32.67
2026-05-19,"=""002957""",科瑞技术,短期强度Top20,机械设备-自动化设备,机械设备-自动化设备,74.46,4.38,2.34,0.1,0.1,74.95,84.96,24.81
2026-05-19,"=""002080""",中材科技,P9买入Top20,6G概念,6G概念,74.43,13.98,8.23,81.65,81.65,88.37,65.38,32.67
2026-05-19,"=""002792""",通宇通讯,P9买入Top20,铜缆高速连接/WiFi 6/6G概念,6G概念,74.15,12.78,55.64,90.53,96.6836,88.37,65.38,32.67
2026-05-19,"=""601138""",工业富联,P9买入Top20,英伟达概念,英伟达概念,73.46,9.23,9.03,6.26,6.26,86.1,56.31,28.35
2026-05-19,"=""603203""",快克智能,短期强度Top20,机械设备-自动化设备/中芯国际概念,中芯国际概念,73.16,2.74,2.14,3.48,3.48,86.83,72.68,27.3
2026-05-19,"=""603163""",圣晖集成,短期强度Top20,中芯国际概念,中芯国际概念,72.95,15.72,13.22,1.81,1.81,86.83,72.68,27.3
2026-05-19,"=""601231""",环旭电子,P9买入Top20,WiFi 6,WiFi 6,72.87,40.82,74.41,5.69,18.0796,90.04,51.92,33.89
2026-05-19,"=""000551""",创元科技,短期强度Top20,PM2.5,PM2.5,72.66,36.4,12.81,91.73,92.754,75.78,75.68,25.95
2026-05-19,"=""603078""",江化微,短期强度Top20,光刻胶,光刻胶,72.64,0.8,0.57,1.91,1.91,80.27,73.39,26.48
2026-05-19,"=""000988""",华工科技,短期强度Top20,机械设备-自动化设备,机械设备-自动化设备,72.55,19.44,5.96,74.05,74.05,74.95,84.96,24.81
2026-05-19,"=""603316""",诚邦股份,短期强度Top20,存储芯片,存储芯片,72.4,4.12,16.06,99.63,99.63,91.65,78.06,22.51
2026-05-19,"=""600076""",康欣新材,P9买入Top20,轻工制造-包装印刷,轻工制造-包装印刷,71.93,1.24,22.62,88.48,88.48,81.56,29.87,28.76
2026-05-19,"=""002201""",九鼎新材,P9买入Top20,建筑材料-玻璃玻纤,建筑材料-玻璃玻纤,71.91,8.4,69.99,86.84,96.4376,72.25,45.78,29.09
2026-05-19,"=""002938""",鹏鼎控股,短期强度Top20,电子-元件,电子-元件,71.57,5.39,1.81,1.37,1.37,85.58,83.54,36.11
2026-05-19,"=""600259""",中稀有色,P9买入Top20,有色金属-小金属,有色金属-小金属,71.07,17.23,44.06,4.82,8.1944,83.1,25.36,34.95
2026-05-19,"=""603319""",美湖股份,P9买入Top20,PEEK材料,PEEK材料,71.03,41.72,91.54,73.22,84.3256,89.99,55.15,29.89
2026-05-19,"=""002335""",科华数据,P9买入Top20,电力设备-其他电源设备Ⅱ,电力设备-其他电源设备Ⅱ,70.92,32.29,30.14,52.26,52.66,79.28,57.03,28.63
2026-05-19,"=""002850""",科达利,P9买入Top20,PEEK材料,PEEK材料,70.56,27.94,14.62,44.66,44.66,89.99,55.15,29.89
2026-05-19,"=""002413""",雷科防务,P9买入Top20,太赫兹,太赫兹,69.96,67.71,67.28,37.9,52.8808,91.24,44.44,34.27
2026-05-19,"=""002409""",雅克科技,短期强度Top20,光刻胶,光刻胶,69.2,8.93,2.61,7.06,7.06,80.27,73.39,26.48
2026-05-19,"=""600879""",航天电子,P9买入Top20,太赫兹,太赫兹,69.13,25.06,58.28,50.62,57.4072,91.24,44.44,34.27
2026-05-19,"=""600577""",精达股份,短期强度Top20,铜缆高速连接,铜缆高速连接,68.5,54.06,18.17,23.47,27.3196,97.93,69.67,29.87
2026-05-19,"=""600206""",有研新材,短期强度Top20,电子-半导体,电子-半导体,68.45,12.45,15.02,98.36,98.36,84.45,69.39,26.85
2026-05-19,"=""000659""",珠海中富,P9买入Top20,轻工制造-包装印刷,轻工制造-包装印刷,68.08,49.35,43.12,26.18,32.4248,81.56,29.87,28.76
2026-05-19,"=""600641""",先导基电,短期强度Top20,电子-半导体,电子-半导体,67.75,1.27,6.42,30.83,30.83,84.45,69.39,26.85
2026-05-19,"=""603507""",振江股份,P9买入Top20,电力设备-风电设备,电力设备-风电设备,67.72,52.73,11.34,80.65,84.2868,84.9,45.32,35.62
2026-05-19,"=""600111""",北方稀土,P9买入Top20,有色金属-小金属,有色金属-小金属,67.7,19.74,69.12,91.97,101.3588,83.1,25.36,34.95
2026-05-19,"=""002240""",盛新锂能,P9买入Top20,有色金属-能源金属,有色金属-能源金属,66.04,6.16,22.25,95.85,95.85,84.27,25.95,29.7
2026-05-19,"=""002579""",中京电子,短期强度Top20,AI手机,AI手机,65.96,47.61,24.39,48.34,51.1576,84.72,70.03,25.93
2026-05-19,"=""603931""",格林达,短期强度Top20,光刻胶,光刻胶,65.48,2.24,1.17,0.3,0.3,80.27,73.39,26.48
2026-05-19,"=""600875""",东方电气,P9买入Top20,电力设备-其他电源设备Ⅱ,电力设备-其他电源设备Ⅱ,65.45,46.67,19.07,33.44,36.1072,79.28,57.03,28.63
2026-05-19,"=""600619""",海立股份,短期强度Top20,光刻机,光刻机,65.19,64.07,41.79,82.69,90.9708,85.7,65.83,27.07
2026-05-19,"=""002709""",天赐材料,P9买入Top20,PEEK材料,PEEK材料,63.71,6.29,20.71,96.12,96.12,89.99,55.15,29.89
2026-05-19,"=""603360""",百傲化学,短期强度Top20,光刻机,光刻机,63.44,52.43,80.96,29.66,45.0184,85.7,65.83,27.07
2026-05-19,"=""600590""",泰豪科技,P9买入Top20,太赫兹,太赫兹,62.54,72.47,69.02,67.46,83.62,91.24,44.44,34.27
2026-05-19,"=""002192""",融捷股份,P9买入Top20,有色金属-能源金属,有色金属-能源金属,62.48,5.32,13.05,20.05,20.05,84.27,25.95,29.7
2026-05-19,"=""002256""",兆新股份,短期强度Top20,AI手机,AI手机,61.42,24.05,15.49,91.9,91.9,84.72,70.03,25.93
