trade_date,candidate_index,symbol,name,涨幅%,source,pattern_match,pattern_ids,pattern_id,phase1_score_100,phase2_score_100,phase4_score_100,phase4_5d_mean,phase4_5d_std,phase5_score_100,ATR%,建议总仓位%,macd_cross_state,macd_divergence_state,volume_price_divergence_state,macd_top_divergence_15d,macd_bottom_divergence_15d,macd_top_divergence_signal_date,macd_bottom_divergence_signal_date,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,macd,macd_signal_line,macd_hist,ATR14,1ATR止损参考,2ATR止损参考,2ATR止盈参考,3ATR止盈参考,波动分层,phase2_is_cusum_event,phase1_center_score,phase2_center_score,centered_risk_score,phase4_composite_score,phase4_composite_rank,phase7_score_100,phase7_trade_permission,phase1_feature_trade_date,phase1_model_name,phase1_model_version,phase2_feature_trade_date,phase2_model_name,phase2_model_version,phase4_feature_trade_date,phase4_model_name,phase4_model_version,phase7_feature_trade_date,phase7_model_name,phase7_model_version,trade_permission,next_open_trade_permission,next_open_trade_warning,trade_permission_note,reason,patterns,old_high_date,old_high_price,days_since_old_high,max_drawdown_since_old_high,distance_to_old_high_pct,breakout_date,breakout_volume_ratio,breakout_close_position,breakout_upper_shadow_pct,breakout_body_pct,breakout_turnover,breakout_turnover_state,extension_above_old_high_pct,days_after_breakout,post_breakout_max_high_extension_pct,duck_peak_date,duck_peak_price,days_since_duck_peak,neck_start_date,neck_return_pct,neck_low_to_peak_return_pct,pullback_low_date,pullback_low_price,peak_to_pullback_drawdown_pct,nostril_cross_date,days_since_nostril_cross,cross_after_pullback_low_days,nostril_cross_ma5_ma10_gap_pct,latest_ma5_ma10_gap_pct,nostril_volume_ma20_ratio,distance_to_duck_peak_pct,pullback_volume_peak_tail_ratio,pullback_back_half_volume_ratio,pullback_max_single_day_peak_tail_ratio,large_bearish_count,max_bearish_body_pct,max_bearish_volume_ratio,distance_to_ma20,volume_ratio_20,recent_high_date,recent_high_price,days_since_recent_high,distance_from_recent_high_pct,ma20_slope_short_pct,ma20_slope_long_pct,ma60_slope_short_pct,ma60_slope_long_pct,pullback_volume_contraction_ratio,ma20_touch_date,ma20_touch_distance,pattern6_branch,anchor_date,anchor_close,support_price,anchor_volume_ratio_prev,anchor_volume_ratio_ma20,launch_confirm_high_date,launch_confirm_high_price,launch_confirm_return_pct,peak_date,peak_price,anchor_to_peak_return_pct,limit_up_like_count,pullback_volume_ratio_to_anchor,pullback_front_half_avg_volume,pullback_back_half_avg_volume,rise_tail_avg_volume,pullback_max_volume,pullback_max_rise_tail_volume_ratio,support_touch_date,breakdown_date,breakdown_volume_ratio_to_anchor,reclaim_date,days_to_reclaim,post_reclaim_days,source_tags,phase4_5d_mean_rank,phase4_5d_mean_top5,交易日期,收盘价,连续上榜天数
2026-05-12,11,"=""605162""",新中港,0.9418,pattern,True,"[""6""]",6,84.65,61.82,72.73,62.24,30.9,68.6,6.43,18.31,below_signal,bottom_divergence,none,False,True,,2026-04-20,False,False,-0.1259,0.074,-0.3998,0.7577,11.0323,10.2746,13.3054,14.0631,高波动,0,90.7,63.64,87.6228,87.6228,366.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"double-volume break reclaim: anchor=2026-03-31 support=11.61, peak=15.48 on 2026-04-08, launch=33.33%, limit_up_like=5, pullback_max/rise_tail=0.84, broke=2026-05-06 vol_ratio=0.37, reclaimed=2026-05-07 in 1d","[{""pattern_id"": 6, ""reason"": ""double-volume break reclaim: anchor=2026-03-31 support=11.61, peak=15.48 on 2026-04-08, launch=33.33%, limit_up_like=5, pullback_max/rise_tail=0.84, broke=2026-05-06 vol_ratio=0.37, reclaimed=2026-05-07 in 1d"", ""close"": 11.79, ""pullback_low_date"": ""2026-04-30"", ""pullback_low_price"": 11.09, ""peak_to_pullback_drawdown_pct"": 0.2836, ""pullback_back_half_volume_ratio"": 0.4533, ""volume_ratio_20"": 0.5478, ""pattern6_branch"": ""break_reclaim"", ""anchor_date"": ""2026-03-31"", ""anchor_close"": 11.61, ""support_price"": 11.61, ""anchor_volume_ratio_prev"": 1.1209, ""anchor_volume_ratio_ma20"": 1.6448, ""launch_confirm_high_date"": ""2026-04-08"", ""launch_confirm_high_price"": 15.48, ""launch_confirm_return_pct"": 0.3333, ""peak_date"": ""2026-04-08"", ""peak_price"": 15.48, ""anchor_to_peak_return_pct"": 0.3333, ""limit_up_like_count"": 5.0, ""pullback_volume_ratio_to_anchor"": 0.8395, ""pullback_front_half_avg_volume"": 38374296.6, ""pullback_back_half_avg_volume"": 17394940.2727, ""rise_tail_avg_volume"": 62073972.6667, ""pullback_max_volume"": 51978014.0, ""pullback_max_rise_tail_volume_ratio"": 0.8374, ""breakdown_date"": ""2026-05-06"", ""breakdown_volume_ratio_to_anchor"": 0.3736, ""reclaim_date"": ""2026-05-07"", ""days_to_reclaim"": 1.0, ""post_reclaim_days"": 3.0}]",,,,,,,,,,,,,,,,,,,,,,2026-04-30,11.09,0.2836,,,,,,,,,0.4533,,,,,,0.5478,,,,,,,,,,,,break_reclaim,2026-03-31,11.61,11.61,1.1209,1.6448,2026-04-08,15.48,0.3333,2026-04-08,15.48,0.3333,5.0,0.8395,38374296.6,17394940.2727,62073972.6667,51978014.0,0.8374,,2026-05-06,0.3736,2026-05-07,1.0,3.0,"[""pattern""]",935.0,False,2026-05-12,11.79,3
2026-05-12,12,"=""600150""",中国船舶,-1.6513,pattern,True,"[""3""]",3,8.45,28.7,85.88,62.87,24.23,71.52,3.41,34.55,above_signal,none,none,False,False,,,False,False,2.065,1.757,0.616,1.3792,39.1208,37.7415,43.2585,44.6377,中等波动,0,0.0,0.0,85.88,85.88,,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"post breakout 7d from 2026-04-28, below old high 40.98, vol_ratio=1.09","[{""pattern_id"": 3, ""reason"": ""post breakout 7d from 2026-04-28, below old high 40.98, vol_ratio=1.09"", ""close"": 40.5, ""old_high_date"": ""2025-08-19"", ""old_high_price"": 40.98, ""days_since_old_high"": 172.0, ""max_drawdown_since_old_high"": 0.2679, ""distance_to_old_high_pct"": 0.0117, ""breakout_date"": ""2026-04-28"", ""breakout_volume_ratio"": 1.0865, ""breakout_close_position"": 0.8077, ""breakout_upper_shadow_pct"": 0.1923, ""breakout_body_pct"": 0.7722, ""breakout_turnover"": 0.0433, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0, ""days_after_breakout"": 7.0, ""post_breakout_max_high_extension_pct"": 0.0508, ""volume_ratio_20"": 0.8646}]",2025-08-19,40.98,172.0,0.2679,0.0117,2026-04-28,1.0865,0.8077,0.1923,0.7722,0.0433,low,0.0,7.0,0.0508,,,,,,,,,,,,,,,,,,,,,,,,0.8646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""pattern""]",908.0,False,2026-05-12,40.5,1
2026-05-12,13,"=""601512""",中新集团,-5.8934,pattern,True,"[""3""]",3,4.76,93.6,76.71,30.83,30.14,86.17,5.34,22.03,above_signal,none,none,False,False,,,False,False,0.3743,0.3449,0.0587,0.5372,9.5228,8.9856,11.1344,11.6716,中等波动,1,0.0,72.8,85.446,85.446,,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"post breakout 10d from 2026-04-23, below old high 10.34, vol_ratio=1.17","[{""pattern_id"": 3, ""reason"": ""post breakout 10d from 2026-04-23, below old high 10.34, vol_ratio=1.17"", ""close"": 10.06, ""old_high_date"": ""2026-01-12"", ""old_high_price"": 10.34, ""days_since_old_high"": 76.0, ""max_drawdown_since_old_high"": 0.2021, ""distance_to_old_high_pct"": 0.0271, ""breakout_date"": ""2026-04-23"", ""breakout_volume_ratio"": 1.175, ""breakout_close_position"": 1.0, ""breakout_upper_shadow_pct"": 0.0, ""breakout_body_pct"": 1.0, ""breakout_turnover"": 0.0255, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0, ""days_after_breakout"": 10.0, ""post_breakout_max_high_extension_pct"": 0.0053, ""volume_ratio_20"": 1.2396}]",2026-01-12,10.34,76.0,0.2021,0.0271,2026-04-23,1.175,1.0,0.0,1.0,0.0255,low,0.0,10.0,0.0053,,,,,,,,,,,,,,,,,,,,,,,,1.2396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""pattern""]",2350.0,False,2026-05-12,10.06,1
2026-05-12,14,"=""002821""",凯莱英,-0.9148,pattern,True,"[""4""]",4,15.72,12.97,76.11,82.89,10.93,57.83,4.28,27.49,above_signal,top_divergence,none,True,False,2026-04-30,,False,False,4.8705,4.4123,0.9164,5.5154,123.3746,117.8592,139.9208,145.4362,中等波动,0,0.0,0.0,76.11,76.11,,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"duck peak 2026-04-02 at 129.80, neck=25.47%, pullback=15.25%, cross=2026-04-28, vol/pk_tail=0.46","[{""pattern_id"": 4, ""reason"": ""duck peak 2026-04-02 at 129.80, neck=25.47%, pullback=15.25%, cross=2026-04-28, vol/pk_tail=0.46"", ""close"": 128.89, ""duck_peak_date"": ""2026-04-02"", ""duck_peak_price"": 129.8, ""days_since_duck_peak"": 24.0, ""neck_start_date"": ""2026-02-12"", ""neck_return_pct"": 0.2547, ""neck_low_to_peak_return_pct"": 0.4212, ""pullback_low_date"": ""2026-04-22"", ""pullback_low_price"": 110.0, ""peak_to_pullback_drawdown_pct"": 0.1525, ""nostril_cross_date"": ""2026-04-28"", ""days_since_nostril_cross"": 7.0, ""cross_after_pullback_low_days"": 4.0, ""nostril_cross_ma5_ma10_gap_pct"": 0.0126, ""latest_ma5_ma10_gap_pct"": 0.0149, ""nostril_volume_ma20_ratio"": 0.8097, ""distance_to_duck_peak_pct"": -0.007, ""pullback_volume_peak_tail_ratio"": 0.4556, ""pullback_back_half_volume_ratio"": 0.7034, ""pullback_max_single_day_peak_tail_ratio"": 0.9594, ""large_bearish_count"": 0.0, ""max_bearish_body_pct"": 0.0372, ""max_bearish_volume_ratio"": 2.1056, ""volume_ratio_20"": 1.21, ""pullback_max_volume"": 21306284.0}]",,,,,,,,,,,,,,,,2026-04-02,129.8,24.0,2026-02-12,0.2547,0.4212,2026-04-22,110.0,0.1525,2026-04-28,7.0,4.0,0.0126,0.0149,0.8097,-0.007,0.4556,0.7034,0.9594,0.0,0.0372,2.1056,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21306284.0,,,,,,,,"[""pattern""]",190.0,False,2026-05-12,128.89,1
2026-05-12,15,"=""603458""",勘设股份,-0.2983,pattern,True,"[""1""]",1,30.54,10.36,74.41,89.07,10.06,69.71,4.38,26.83,above_signal,none,none,False,False,,,False,False,0.6023,0.4465,0.3116,0.5862,12.7838,12.1975,14.5425,15.1287,中等波动,0,1.08,0.0,74.4964,74.4964,,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"near old high 13.67 from 2026-01-15, distance=2.19%, drawdown=32.19%, vol20=1.00","[{""pattern_id"": 1, ""reason"": ""near old high 13.67 from 2026-01-15, distance=2.19%, drawdown=32.19%, vol20=1.00"", ""close"": 13.37, ""old_high_date"": ""2026-01-15"", ""old_high_price"": 13.67, ""days_since_old_high"": 73.0, ""max_drawdown_since_old_high"": 0.3219, ""distance_to_old_high_pct"": 0.0219, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 1.0006}]",2026-01-15,13.67,73.0,0.3219,0.0219,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""pattern""]",84.0,False,2026-05-12,13.37,2
2026-05-12,16,"=""002316""",亚联发展,-1.2259,phase4_top,False,,,88.43,81.8,97.09,96.53,0.46,68.99,3.53,33.34,above_signal,none,none,False,False,,,False,False,0.0649,0.0069,0.1159,0.199,5.441,5.2419,6.0381,6.2371,中等波动,0,83.14,96.4,115.3092,115.3092,1.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",5.0,True,2026-05-12,5.64,3
2026-05-12,17,"=""002622""",皓宸医疗,-2.4476,phase4_top,False,,,63.83,81.63,97.39,79.44,12.92,61.1,3.76,31.26,above_signal,none,none,False,False,,,False,False,0.0387,-0.0004,0.0781,0.105,2.685,2.58,3.0,3.105,中等波动,0,67.66,96.74,114.4116,114.4116,2.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",280.0,False,2026-05-12,2.79,1
2026-05-12,18,"=""002627""",三峡旅游,-3.0856,phase4_top,False,,,68.56,82.74,96.55,78.26,15.51,66.3,5.05,23.28,above_signal,none,none,False,False,,,False,False,-0.2635,-0.2659,0.0047,0.3492,6.5608,6.2117,7.6083,7.9575,中等波动,1,77.12,94.52,114.062,114.062,3.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",320.0,False,2026-05-12,6.91,1
2026-05-12,19,"=""000605""",渤海股份,-0.554,phase4_top,False,,,76.1,94.44,97.99,93.08,5.68,35.35,2.78,40.0,above_signal,bottom_divergence,none,False,True,,2026-04-27,False,False,0.0813,0.0267,0.1092,0.1995,6.9805,6.7811,7.5789,7.7784,低波动,0,92.2,71.12,113.9004,113.9004,4.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",34.0,False,2026-05-12,7.18,2
2026-05-12,20,"=""603616""",韩建河山,-5.2006,phase4_top,False,,,80.46,75.63,95.02,78.71,16.3,68.81,4.96,23.71,above_signal,bottom_divergence,none,False,True,,2026-04-29,False,False,-0.0352,-0.0971,0.1237,0.3166,6.0634,5.7468,7.0132,7.3298,中等波动,1,99.08,91.26,113.8976,113.8976,5.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",305.0,False,2026-05-12,6.38,1
2026-05-12,21,"=""601366""",利群股份,-1.4963,phase4_top,False,,,78.75,81.03,94.18,87.13,4.76,69.19,2.32,40.0,above_signal,bottom_divergence,none,False,True,,2026-04-27,False,False,-0.0538,-0.0767,0.0459,0.0918,3.8582,3.7664,4.1336,4.2254,低波动,1,97.5,97.94,113.7328,113.7328,6.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",115.0,False,2026-05-12,3.95,1
2026-05-12,22,"=""002376""",新北洋,-1.8868,phase4_top,False,,,77.27,88.74,95.65,82.84,9.79,74.38,2.18,40.0,above_signal,none,none,False,False,,,False,False,0.044,0.0185,0.0509,0.1589,7.1211,6.9623,7.5977,7.7566,低波动,0,94.54,82.52,113.1156,113.1156,7.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",192.0,False,2026-05-12,7.28,1
2026-05-12,23,"=""603768""",常青股份,-0.4139,phase4_top,False,,,57.26,79.68,96.75,94.55,3.11,74.1,2.7,40.0,above_signal,none,bullish,False,False,,,True,False,0.2411,0.1352,0.2118,0.3248,11.7052,11.3804,12.6796,13.0044,低波动,0,54.52,99.36,113.0348,113.0348,8.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",19.0,False,2026-05-12,12.03,2
2026-05-12,24,"=""603038""",华立股份,-2.0482,phase4_top,False,,,55.45,74.86,98.09,87.28,8.04,71.74,3.52,33.4,dead_cross,none,none,False,False,,,False,False,0.2831,0.2859,-0.0057,0.5728,15.6872,15.1144,17.4056,17.9785,中等波动,1,50.9,89.72,112.9284,112.9284,9.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",112.0,False,2026-05-12,16.26,1
2026-05-12,25,"=""603393""",新天然气,-2.8373,phase4_top,False,,,88.03,71.87,96.15,59.48,30.33,65.29,4.75,24.77,below_signal,none,none,False,False,,,False,False,-1.4321,-1.1326,-0.599,1.399,28.051,26.6519,32.2481,33.6471,中等波动,1,83.94,83.74,112.914,112.914,10.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",1058.0,False,2026-05-12,29.45,1
2026-05-12,26,"=""600410""",华胜天成,-2.2767,phase4_top,False,,,88.57,83.77,95.12,82.57,19.35,69.45,6.13,19.19,below_signal,none,bullish,False,False,,,True,False,-1.104,-0.6536,-0.901,1.3682,20.9518,19.5836,25.0564,26.4245,高波动,1,82.86,92.46,112.844,112.844,11.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",200.0,False,2026-05-12,22.32,2
2026-05-12,27,"=""002159""",三特索道,-0.6394,phase4_top,False,,,92.86,74.15,96.09,57.66,23.96,66.1,4.07,28.92,below_signal,none,none,False,False,,,False,False,-0.7011,-0.5688,-0.2645,0.6321,14.9079,14.2758,16.8042,17.4363,中等波动,0,74.28,88.3,112.6284,112.6284,12.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",1160.0,False,2026-05-12,15.54,1
2026-05-12,28,"=""003028""",振邦智能,-1.8276,phase4_top,False,,,78.28,71.17,94.81,87.87,10.55,69.58,3.21,36.61,above_signal,bottom_divergence,none,False,True,,2026-04-30,False,False,0.0954,-0.0498,0.2903,0.915,27.555,26.6399,30.3001,31.2151,中等波动,0,96.56,82.34,112.4156,112.4156,13.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",102.0,False,2026-05-12,28.47,1
2026-05-12,29,"=""000619""",海螺新材,-1.7628,phase4_top,False,,,80.72,96.35,96.39,72.18,14.51,72.23,2.73,40.0,above_signal,none,none,False,False,,,False,False,0.0563,0.0183,0.076,0.1674,5.9626,5.7952,6.4648,6.6322,低波动,0,98.56,67.3,112.3508,112.3508,14.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",543.0,False,2026-05-12,6.13,1
2026-05-12,30,"=""603106""",恒银科技,-1.9587,phase4_top,False,,,80.22,78.28,92.64,84.94,8.66,67.28,2.64,40.0,above_signal,bottom_divergence,bullish,False,True,,2026-04-30,True,False,-0.0742,-0.1316,0.1147,0.2374,8.7726,8.5351,9.4849,9.7223,低波动,0,99.56,96.56,112.192,112.192,15.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",152.0,False,2026-05-12,9.01,1
2026-05-12,31,"=""603879""",永悦科技,-0.9983,phase4_top,False,,,97.82,91.95,97.89,84.61,12.38,65.42,3.47,33.87,above_signal,none,bullish,False,False,,,True,False,0.0847,0.0279,0.1137,0.2067,5.7433,5.5367,6.3633,6.57,中等波动,0,64.36,76.1,112.1708,112.1708,16.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",162.0,False,2026-05-12,5.95,1
2026-05-12,32,"=""603022""",新通联,-1.6309,phase4_top,False,,,44.75,76.53,98.43,91.18,7.03,32.88,2.97,39.61,above_signal,none,bullish,False,False,,,True,False,0.2554,0.1378,0.2353,0.3404,11.1196,10.7793,12.1407,12.4811,低波动,0,29.5,93.06,111.9572,111.9572,17.0,100.0,allow,2026-05-12,logistic_regression,tail_risk_phase1_v1,2026-05-12,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-12,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2026-05-12,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",54.0,False,2026-05-12,11.46,1
