trade_date,candidate_index,symbol,name,涨幅%,source,pattern_match,pattern_ids,pattern_id,phase1_score_100,phase2_score_100,phase2_is_cusum_event,phase1_center_score,phase2_center_score,centered_risk_score,phase4_score_100,phase4_composite_score,phase4_composite_rank,phase5_score_100,phase7_score_100,phase7_trade_permission,macd_cross_state,macd_divergence_state,volume_price_divergence_state,ATR14,ATR%,1ATR止损参考,2ATR止损参考,2ATR止盈参考,3ATR止盈参考,建议总仓位%,波动分层,reason,trade_permission,next_open_trade_permission,next_open_trade_warning,trade_permission_note,source_tags,phase7_feature_trade_date,phase7_model_name,phase7_model_version,phase1_feature_trade_date,phase1_model_name,phase1_model_version,phase2_feature_trade_date,phase2_model_name,phase2_model_version,phase4_feature_trade_date,phase4_model_name,phase4_model_version,macd,macd_signal_line,macd_hist,macd_top_divergence_15d,macd_bottom_divergence_15d,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,交易日期,收盘价,patterns,distance_to_ma20,volume_ratio_20,recent_high_date,recent_high_price,days_since_recent_high,distance_from_recent_high_pct,ma20_slope_short_pct,ma20_slope_long_pct,ma60_slope_short_pct,ma60_slope_long_pct,pullback_volume_contraction_ratio,ma20_touch_date,ma20_touch_distance,连续上榜天数,macd_top_divergence_signal_date,old_high_date,old_high_price,days_since_old_high,max_drawdown_since_old_high,distance_to_old_high_pct,breakout_date,breakout_volume_ratio,breakout_close_position,breakout_upper_shadow_pct,breakout_body_pct,breakout_turnover,breakout_turnover_state,extension_above_old_high_pct,days_after_breakout,post_breakout_max_high_extension_pct,macd_bottom_divergence_signal_date,duck_peak_date,duck_peak_price,days_since_duck_peak,neck_start_date,neck_return_pct,neck_low_to_peak_return_pct,pullback_low_date,pullback_low_price,peak_to_pullback_drawdown_pct,nostril_cross_date,days_since_nostril_cross,cross_after_pullback_low_days,nostril_cross_ma5_ma10_gap_pct,latest_ma5_ma10_gap_pct,nostril_volume_ma20_ratio,distance_to_duck_peak_pct,pullback_volume_peak_tail_ratio,pullback_back_half_volume_ratio,pullback_max_single_day_peak_tail_ratio,large_bearish_count,max_bearish_body_pct,max_bearish_volume_ratio,pullback_max_volume,pattern6_branch,anchor_date,anchor_close,support_price,anchor_volume_ratio_prev,anchor_volume_ratio_ma20,launch_confirm_high_date,launch_confirm_high_price,launch_confirm_return_pct,peak_date,peak_price,anchor_to_peak_return_pct,limit_up_like_count,pullback_volume_ratio_to_anchor,pullback_front_half_avg_volume,pullback_back_half_avg_volume,rise_tail_avg_volume,pullback_max_rise_tail_volume_ratio,breakdown_date,breakdown_volume_ratio_to_anchor,reclaim_date,days_to_reclaim,post_reclaim_days,support_touch_date
2026-05-08,11,"=""603912""",佳力图,2.7361,pattern,True,"[""1""]",1,44.5,10.03,1,29.0,0.0,91.24,88.92,91.24,,64.06,100.0,allow,golden_cross,bottom_divergence,bullish,0.623,5.35,11.017,10.3939,12.8861,13.5091,21.99,中等波动,"near old high 11.90 from 2025-08-19, distance=2.18%, drawdown=33.61%, vol20=0.89",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.3555,0.2945,0.1219,False,True,True,False,2026-05-08,11.64,"[{""pattern_id"": 1, ""reason"": ""near old high 11.90 from 2025-08-19, distance=2.18%, drawdown=33.61%, vol20=0.89"", ""close"": 11.64, ""old_high_date"": ""2025-08-19"", ""old_high_price"": 11.9, ""days_since_old_high"": 170.0, ""max_drawdown_since_old_high"": 0.3361, ""distance_to_old_high_pct"": 0.0218, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 0.8914}]",,0.8914,,,,,,,,,,,,1,,2025-08-19,11.9,170.0,0.3361,0.0218,,,,,,,,0.0,,,2026-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,12,"=""603319""",美湖股份,0.35,pattern,True,"[""1""]",1,36.81,14.33,0,13.62,0.0,90.6796,89.59,90.6796,,70.88,100.0,allow,above_signal,none,none,1.6947,4.22,38.4453,36.7505,43.5295,45.2242,27.88,中等波动,"near old high 41.41 from 2026-01-27, distance=3.07%, drawdown=27.84%, vol20=1.33",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1.3676,0.8482,1.0387,False,False,False,False,2026-05-08,40.14,"[{""pattern_id"": 1, ""reason"": ""near old high 41.41 from 2026-01-27, distance=3.07%, drawdown=27.84%, vol20=1.33"", ""close"": 40.14, ""old_high_date"": ""2026-01-27"", ""old_high_price"": 41.41, ""days_since_old_high"": 63.0, ""max_drawdown_since_old_high"": 0.2784, ""distance_to_old_high_pct"": 0.0307, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 1.3306}]",,1.3306,,,,,,,,,,,,1,,2026-01-27,41.41,63.0,0.2784,0.0307,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,13,"=""002012""",凯恩股份,2.4425,pattern,True,"[""5""]",5,46.07,27.11,0,32.14,0.0,85.7012,83.13,85.7012,,68.89,100.0,allow,golden_cross,none,none,0.2615,3.67,6.8685,6.6069,7.6531,7.9146,32.06,中等波动,"recent 10d high on 2026-04-22 at 7.38, MA20 touch on 2026-05-08, latest distance=-3.39%, vol5_20=0.89",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0242,0.0233,0.0018,False,False,False,False,2026-05-08,7.13,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-22 at 7.38, MA20 touch on 2026-05-08, latest distance=-3.39%, vol5_20=0.89"", ""close"": 7.13, ""distance_to_ma20"": 0.0283, ""volume_ratio_20"": 1.2083, ""recent_high_date"": ""2026-04-22"", ""recent_high_price"": 7.38, ""days_since_recent_high"": 9.0, ""distance_from_recent_high_pct"": -0.0339, ""ma20_slope_short_pct"": 0.0053, ""ma20_slope_long_pct"": 0.0292, ""ma60_slope_short_pct"": 0.0017, ""ma60_slope_long_pct"": 0.017, ""pullback_volume_contraction_ratio"": 0.891, ""ma20_touch_date"": ""2026-05-08"", ""ma20_touch_distance"": -0.074}]",0.0283,1.2083,2026-04-22,7.38,9.0,-0.0339,0.0053,0.0292,0.0017,0.017,0.891,2026-05-08,-0.074,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,14,"=""605162""",新中港,-0.8425,pattern,True,"[""6""]",6,44.03,57.52,0,28.06,55.04,85.1596,76.31,85.1596,337.0,68.6,100.0,allow,below_signal,bottom_divergence,bullish,0.8262,7.02,10.9438,10.1177,13.4223,14.2485,16.76,高波动,"double-volume break reclaim: anchor=2026-03-31 support=11.61, peak=15.48 on 2026-04-08, launch=33.33%, limit_up_like=5, pullback_max/rise_tail=0.84, broke=2026-05-06 vol_ratio=0.37, reclaimed=2026-05-07 in 1d",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.092,0.1841,-0.5524,False,True,True,False,2026-05-08,11.77,"[{""pattern_id"": 6, ""reason"": ""double-volume break reclaim: anchor=2026-03-31 support=11.61, peak=15.48 on 2026-04-08, launch=33.33%, limit_up_like=5, pullback_max/rise_tail=0.84, broke=2026-05-06 vol_ratio=0.37, reclaimed=2026-05-07 in 1d"", ""close"": 11.77, ""pullback_low_date"": ""2026-04-30"", ""pullback_low_price"": 11.09, ""peak_to_pullback_drawdown_pct"": 0.2836, ""pullback_back_half_volume_ratio"": 0.4871, ""volume_ratio_20"": 0.4431, ""pattern6_branch"": ""break_reclaim"", ""anchor_date"": ""2026-03-31"", ""anchor_close"": 11.61, ""support_price"": 11.61, ""anchor_volume_ratio_prev"": 1.1209, ""anchor_volume_ratio_ma20"": 1.6448, ""launch_confirm_high_date"": ""2026-04-08"", ""launch_confirm_high_price"": 15.48, ""launch_confirm_return_pct"": 0.3333, ""peak_date"": ""2026-04-08"", ""peak_price"": 15.48, ""anchor_to_peak_return_pct"": 0.3333, ""limit_up_like_count"": 5.0, ""pullback_volume_ratio_to_anchor"": 0.8831, ""pullback_front_half_avg_volume"": 39459994.2222, ""pullback_back_half_avg_volume"": 19222045.2, ""rise_tail_avg_volume"": 62073972.6667, ""pullback_max_volume"": 51978014.0, ""pullback_max_rise_tail_volume_ratio"": 0.8374, ""breakdown_date"": ""2026-05-06"", ""breakdown_volume_ratio_to_anchor"": 0.3736, ""reclaim_date"": ""2026-05-07"", ""days_to_reclaim"": 1.0, ""post_reclaim_days"": 1.0}]",,0.4431,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2026-04-20,,,,,,,2026-04-30,11.09,0.2836,,,,,,,,,0.4871,,,,,51978014.0,break_reclaim,2026-03-31,11.61,11.61,1.1209,1.6448,2026-04-08,15.48,0.3333,2026-04-08,15.48,0.3333,5.0,0.8831,39459994.2222,19222045.2,62073972.6667,0.8374,2026-05-06,0.3736,2026-05-07,1.0,1.0,
2026-05-08,15,"=""601869""",长飞光纤,2.0632,pattern,True,"[""5""]",5,4.13,6.17,0,0.0,0.0,85.07,85.07,85.07,,60.57,100.0,allow,below_signal,top_divergence,none,25.4476,6.41,371.7824,346.3349,448.1251,473.5727,18.35,高波动,"recent 10d high on 2026-04-23 at 422.88, MA20 touch on 2026-05-07, latest distance=-6.07%, vol5_20=0.88",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,22.4348,27.0365,-9.2034,True,False,False,False,2026-05-08,397.23,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-23 at 422.88, MA20 touch on 2026-05-07, latest distance=-6.07%, vol5_20=0.88"", ""close"": 397.23, ""distance_to_ma20"": 0.0556, ""volume_ratio_20"": 1.0447, ""recent_high_date"": ""2026-04-23"", ""recent_high_price"": 422.88, ""days_since_recent_high"": 8.0, ""distance_from_recent_high_pct"": -0.0607, ""ma20_slope_short_pct"": 0.0054, ""ma20_slope_long_pct"": 0.1179, ""ma60_slope_short_pct"": 0.0148, ""ma60_slope_long_pct"": 0.1762, ""pullback_volume_contraction_ratio"": 0.8847, ""ma20_touch_date"": ""2026-05-07"", ""ma20_touch_distance"": -6.1205}]",0.0556,1.0447,2026-04-23,422.88,8.0,-0.0607,0.0054,0.1179,0.0148,0.1762,0.8847,2026-05-07,-6.1205,1,2026-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,16,"=""002940""",昂利康,-2.3511,pattern,True,"[""6""]",6,28.96,83.26,1,0.0,93.48,84.0776,72.86,84.0776,,56.81,100.0,allow,below_signal,none,none,2.0896,6.53,29.8904,27.8009,36.1591,38.2487,18.02,高波动,"double-volume support hold: anchor=2026-04-15 close=32.36, peak=43.08 on 2026-04-20, launch=33.13%, limit_up_like=2, pullback=25.86%, vol_back/front=0.64, pullback_max/rise_tail=0.80, touch=2026-05-08",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.2308,0.9584,-1.4551,False,False,False,False,2026-05-08,31.98,"[{""pattern_id"": 6, ""reason"": ""double-volume support hold: anchor=2026-04-15 close=32.36, peak=43.08 on 2026-04-20, launch=33.13%, limit_up_like=2, pullback=25.86%, vol_back/front=0.64, pullback_max/rise_tail=0.80, touch=2026-05-08"", ""close"": 31.98, ""pullback_low_date"": ""2026-05-08"", ""pullback_low_price"": 31.94, ""peak_to_pullback_drawdown_pct"": 0.2586, ""pullback_back_half_volume_ratio"": 0.6352, ""volume_ratio_20"": 0.5196, ""pattern6_branch"": ""support_hold"", ""anchor_date"": ""2026-04-15"", ""anchor_close"": 32.36, ""support_price"": 32.36, ""anchor_volume_ratio_prev"": 2.1928, ""anchor_volume_ratio_ma20"": 1.4922, ""launch_confirm_high_date"": ""2026-04-20"", ""launch_confirm_high_price"": 43.08, ""launch_confirm_return_pct"": 0.3313, ""peak_date"": ""2026-04-20"", ""peak_price"": 43.08, ""anchor_to_peak_return_pct"": 0.3313, ""limit_up_like_count"": 2.0, ""pullback_volume_ratio_to_anchor"": 0.7713, ""pullback_front_half_avg_volume"": 21919056.2, ""pullback_back_half_avg_volume"": 13923269.3333, ""rise_tail_avg_volume"": 39890097.6667, ""pullback_max_volume"": 31792863.0, ""pullback_max_rise_tail_volume_ratio"": 0.797, ""support_touch_date"": ""2026-05-08""}]",,0.5196,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2026-05-08,31.94,0.2586,,,,,,,,,0.6352,,,,,31792863.0,support_hold,2026-04-15,32.36,32.36,2.1928,1.4922,2026-04-20,43.08,0.3313,2026-04-20,43.08,0.3313,2.0,0.7713,21919056.2,13923269.3333,39890097.6667,0.797,,,,,,2026-05-08
2026-05-08,17,"=""002628""",成都路桥,2.0979,pattern,True,"[""1""]",1,55.47,16.04,0,50.94,0.0,77.4652,73.39,77.4652,,69.87,100.0,allow,above_signal,none,none,0.2273,3.89,5.6127,5.3855,6.2945,6.5218,30.24,中等波动,"near old high 6.08 from 2025-07-22, distance=3.95%, drawdown=35.03%, vol20=0.97",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1512,0.1281,0.0461,False,False,False,False,2026-05-08,5.84,"[{""pattern_id"": 1, ""reason"": ""near old high 6.08 from 2025-07-22, distance=3.95%, drawdown=35.03%, vol20=0.97"", ""close"": 5.84, ""old_high_date"": ""2025-07-22"", ""old_high_price"": 6.08, ""days_since_old_high"": 190.0, ""max_drawdown_since_old_high"": 0.3503, ""distance_to_old_high_pct"": 0.0395, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 0.968}]",,0.968,,,,,,,,,,,,1,,2025-07-22,6.08,190.0,0.3503,0.0395,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,18,"=""603222""",济民健康,-2.5912,pattern,True,"[""4""]",4,39.09,18.69,0,18.18,0.0,76.8944,75.44,76.8944,,66.24,100.0,allow,below_signal,none,bullish,0.5074,5.0,9.6426,9.1352,11.1648,11.6721,23.53,中等波动,"duck peak 2026-04-07 at 11.52, neck=29.15%, pullback=20.75%, cross=2026-05-08, vol/pk_tail=0.43",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.109,0.1384,-0.0589,False,False,True,False,2026-05-08,10.15,"[{""pattern_id"": 4, ""reason"": ""duck peak 2026-04-07 at 11.52, neck=29.15%, pullback=20.75%, cross=2026-05-08, vol/pk_tail=0.43"", ""close"": 10.15, ""duck_peak_date"": ""2026-04-07"", ""duck_peak_price"": 11.52, ""days_since_duck_peak"": 20.0, ""neck_start_date"": ""2026-02-24"", ""neck_return_pct"": 0.2915, ""neck_low_to_peak_return_pct"": 0.3714, ""pullback_low_date"": ""2026-04-28"", ""pullback_low_price"": 9.13, ""peak_to_pullback_drawdown_pct"": 0.2075, ""nostril_cross_date"": ""2026-05-08"", ""days_since_nostril_cross"": 0.0, ""cross_after_pullback_low_days"": 5.0, ""nostril_cross_ma5_ma10_gap_pct"": 0.0125, ""latest_ma5_ma10_gap_pct"": 0.0125, ""nostril_volume_ma20_ratio"": 0.6086, ""distance_to_duck_peak_pct"": -0.1189, ""pullback_volume_peak_tail_ratio"": 0.4263, ""pullback_back_half_volume_ratio"": 0.5377, ""pullback_max_single_day_peak_tail_ratio"": 0.994, ""large_bearish_count"": 0.0, ""max_bearish_body_pct"": 0.0327, ""max_bearish_volume_ratio"": 2.3319, ""volume_ratio_20"": 0.6086, ""pullback_max_volume"": 81460579.0}]",,0.6086,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2026-04-07,11.52,20.0,2026-02-24,0.2915,0.3714,2026-04-28,9.13,0.2075,2026-05-08,0.0,5.0,0.0125,0.0125,0.6086,-0.1189,0.4263,0.5377,0.994,0.0,0.0327,2.3319,81460579.0,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,19,"=""002443""",金洲管道,2.6957,pattern,True,"[""1""]",1,6.58,8.76,1,0.0,0.0,75.94,75.94,75.94,,80.79,100.0,allow,above_signal,none,none,0.5576,4.72,11.2524,10.6948,12.9252,13.4828,24.93,中等波动,"near old high 12.41 from 2016-10-26, distance=4.83%, drawdown=67.20%, vol20=1.04",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.755,0.6142,0.2816,False,False,False,False,2026-05-08,11.81,"[{""pattern_id"": 1, ""reason"": ""near old high 12.41 from 2016-10-26, distance=4.83%, drawdown=67.20%, vol20=1.04"", ""close"": 11.81, ""old_high_date"": ""2016-10-26"", ""old_high_price"": 12.41, ""days_since_old_high"": 2253.0, ""max_drawdown_since_old_high"": 0.672, ""distance_to_old_high_pct"": 0.0483, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 1.0364}]",,1.0364,,,,,,,,,,,,1,,2016-10-26,12.41,2253.0,0.672,0.0483,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,20,"=""002038""",双鹭药业,-1.5152,phase4_top,False,,,85.57,87.35,0,88.86,85.3,114.4348,97.09,114.4348,1.0,70.47,100.0,allow,below_signal,none,none,0.3696,5.69,6.1304,5.7608,7.2392,7.6088,20.68,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.1547,-0.0172,-0.275,False,False,False,False,2026-05-08,6.5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,21,"=""600854""",春兰股份,0.3704,phase4_top,False,,,76.38,83.39,0,92.76,93.22,113.1872,94.58,113.1872,2.0,70.68,100.0,allow,above_signal,none,none,0.1426,2.63,5.2774,5.1348,5.7052,5.8478,40.0,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0733,0.039,0.0686,False,False,False,False,2026-05-08,5.42,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,22,"=""600661""",昂立教育,-0.7797,phase4_top,False,,,74.36,74.9,0,88.72,89.8,113.1536,95.28,113.1536,3.0,69.78,100.0,allow,above_signal,none,bullish,0.2528,2.48,9.9272,9.6745,10.6855,10.9383,40.0,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0808,0.028,0.1057,False,False,True,False,2026-05-08,10.18,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,23,"=""603386""",骏亚科技,0.9783,phase4_top,False,,,86.14,91.78,0,87.72,76.44,113.1404,96.95,113.1404,4.0,80.18,100.0,allow,golden_cross,none,bullish,0.5595,3.87,13.8905,13.331,15.569,16.1285,30.4,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0164,-0.0202,0.0732,False,False,True,False,2026-05-08,14.45,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,24,"=""002205""",国统股份,2.9283,phase4_top,False,,,74.97,61.11,1,89.94,62.22,113.1216,98.46,113.1216,5.0,61.51,100.0,allow,above_signal,none,bullish,0.4461,3.17,13.6139,13.1679,14.9521,15.3982,37.11,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0955,-0.0687,0.3284,False,False,True,False,2026-05-08,14.06,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,25,"=""003028""",振邦智能,1.2544,phase4_top,False,,,84.93,73.22,1,90.14,86.44,112.964,95.38,112.964,6.0,69.58,100.0,allow,above_signal,bottom_divergence,bullish,0.9285,3.2,28.1315,27.203,30.917,31.8456,36.76,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.023,-0.1295,0.3051,False,True,True,False,2026-05-08,29.06,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2026-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,26,"=""603798""",康普顿,-1.8497,phase4_top,False,,,47.45,81.51,0,34.9,96.98,112.8596,98.43,112.8596,7.0,70.87,100.0,allow,dead_cross,none,none,0.8297,4.89,16.1503,15.3206,18.6394,19.4691,24.06,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.6407,0.7424,-0.2034,False,False,False,False,2026-05-08,16.98,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,27,"=""603585""",苏利股份,-1.5633,phase4_top,False,,,73.52,81.41,1,87.04,97.18,112.6648,94.04,112.6648,8.0,60.15,100.0,allow,below_signal,none,none,1.0911,5.78,17.7989,16.7079,21.0721,22.1632,20.35,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.8483,-0.3482,-1.0003,False,False,False,False,2026-05-08,18.89,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,28,"=""603330""",天洋新材,-0.4149,phase4_top,False,,,70.47,84.23,0,80.94,91.54,112.11,94.65,112.11,9.0,63.99,100.0,allow,above_signal,none,bearish,0.2198,3.05,6.9802,6.7604,7.6396,7.8595,38.57,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0831,0.0464,0.0733,False,False,False,True,2026-05-08,7.2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-08,29,"=""600561""",江西长运,0.569,phase4_top,False,,,78.59,80.54,0,97.18,98.92,112.0148,92.37,112.0148,10.0,73.03,100.0,allow,above_signal,none,none,0.2344,3.32,6.8356,6.6011,7.5389,7.7733,35.44,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-08,naive_bayes,trade_day_gate_phase7_v1,2026-05-08,logistic_regression,tail_risk_phase1_v1,2026-05-08,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-08,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1049,0.0528,0.1043,False,False,False,False,2026-05-08,7.07,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
