trade_date,candidate_index,symbol,name,涨幅%,source,pattern_match,pattern_ids,pattern_id,phase1_score_100,phase2_score_100,phase4_score_100,phase4_5d_mean,phase4_5d_std,phase8_score_100,phase5_score_100,ATR%,建议总仓位%,macd_cross_state,macd_divergence_state,volume_price_divergence_state,macd_top_divergence_15d,macd_bottom_divergence_15d,macd_top_divergence_signal_date,macd_bottom_divergence_signal_date,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,macd,macd_signal_line,macd_hist,ATR14,1ATR止损参考,2ATR止损参考,2ATR止盈参考,3ATR止盈参考,波动分层,phase2_is_cusum_event,phase1_center_score,phase2_center_score,centered_risk_score,phase4_composite_score,phase4_composite_rank,phase7_score_100,phase7_trade_permission,phase1_feature_trade_date,phase1_model_name,phase1_model_version,phase2_feature_trade_date,phase2_model_name,phase2_model_version,phase4_feature_trade_date,phase4_model_name,phase4_model_version,phase8_rank,phase8_top5_rank,phase8_feature_trade_date,phase8_model_name,phase8_model_version,today_limit_up_excluded,today_high_return_vs_prev_close,today_close_return_vs_prev_close,phase7_feature_trade_date,phase7_model_name,phase7_model_version,trade_permission,next_open_trade_permission,next_open_trade_warning,trade_permission_note,reason,patterns,old_high_date,old_high_price,days_since_old_high,max_drawdown_since_old_high,distance_to_old_high_pct,breakout_date,breakout_volume_ratio,breakout_close_position,breakout_upper_shadow_pct,breakout_body_pct,breakout_turnover,breakout_turnover_state,extension_above_old_high_pct,days_after_breakout,post_breakout_max_high_extension_pct,pullback_low_date,pullback_low_price,peak_to_pullback_drawdown_pct,pullback_back_half_volume_ratio,distance_to_ma20,volume_ratio_20,recent_high_date,recent_high_price,days_since_recent_high,distance_from_recent_high_pct,ma20_slope_short_pct,ma20_slope_long_pct,ma60_slope_short_pct,ma60_slope_long_pct,pullback_volume_contraction_ratio,ma20_touch_date,ma20_touch_distance,pattern6_branch,anchor_date,anchor_close,support_price,anchor_volume_ratio_prev,anchor_volume_ratio_ma20,launch_confirm_high_date,launch_confirm_high_price,launch_confirm_return_pct,peak_date,peak_price,anchor_to_peak_return_pct,limit_up_like_count,pullback_volume_ratio_to_anchor,pullback_front_half_avg_volume,pullback_back_half_avg_volume,rise_tail_avg_volume,pullback_max_volume,pullback_max_rise_tail_volume_ratio,support_touch_date,source_tags,phase4_5d_mean_rank,phase4_5d_mean_top5,交易日期,收盘价,连续上榜天数
2026-05-15,11,"=""605177""",东亚药业,1.9196,p8_top5,False,,,61.2,21.12,29.18,63.94,30.2,99.86,72.5,3.42,34.41,above_signal,none,none,False,False,,,False,False,0.3437,0.1051,0.4772,0.7805,22.0495,21.2689,24.3911,25.1716,中等波动,1,62.4,0.0,34.172,34.172,,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,5.0,5.0,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0246,0.0192,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",847.0,False,2026-05-15,22.83,1
2026-05-15,12,"=""600331""",宏达股份,-1.4118,phase4_top,False,,,62.84,80.72,98.96,93.47,4.16,47.44,67.63,5.64,20.87,dead_cross,none,none,False,False,,,False,False,0.2918,0.4145,-0.2455,0.9447,15.8153,14.8705,18.6495,19.5942,中等波动,0,65.68,98.56,116.0416,116.0416,1.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1530.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0153,-0.0141,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",17.0,False,2026-05-15,16.76,1
2026-05-15,13,"=""000566""",海南海药,-2.1368,phase4_top,False,,,65.05,79.11,98.56,67.45,17.06,18.53,82.21,3.83,30.72,below_signal,none,none,False,False,,,False,False,-0.1914,-0.1605,-0.0619,0.1754,4.4046,4.2291,4.9309,5.1063,中等波动,0,70.1,98.22,115.9544,115.9544,2.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2371.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0064,-0.0214,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",675.0,False,2026-05-15,4.58,1
2026-05-15,14,"=""605288""",凯迪股份,2.7359,phase4_top,False,,,85.77,82.62,96.08,92.68,5.14,34.65,70.54,5.18,22.73,above_signal,bottom_divergence,none,False,True,,2026-05-06,False,False,-2.7082,-3.1736,0.9308,4.1986,76.9114,72.7129,89.5071,93.7057,中等波动,0,88.46,94.76,114.528,114.528,3.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1902.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.064,0.0274,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",25.0,False,2026-05-15,81.11,2
2026-05-15,15,"=""002702""",海欣食品,-2.3411,phase4_top,False,,,82.93,85.84,96.15,86.34,9.77,39.91,63.08,3.37,34.93,above_signal,bottom_divergence,none,False,True,,2026-04-28,False,False,0.0616,0.0429,0.0375,0.1967,5.6433,5.4465,6.2335,6.4302,中等波动,1,94.14,88.32,114.2796,114.2796,4.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1749.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.01,-0.0234,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",104.0,False,2026-05-15,5.84,1
2026-05-15,16,"=""002263""",大东南,-2.2333,phase4_top,False,,,48.95,76.53,99.56,94.92,4.49,93.19,63.65,6.61,17.79,below_signal,none,none,False,False,,,False,False,-0.0706,0.0035,-0.1482,0.2606,3.6794,3.4188,4.4612,4.7217,高波动,0,37.9,93.06,113.7592,113.7592,5.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,199.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0149,-0.0223,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",10.0,False,2026-05-15,3.94,2
2026-05-15,17,"=""002524""",光正眼科,-2.3148,phase4_top,False,,,72.11,88.22,96.55,91.64,3.22,54.76,67.75,3.12,37.7,above_signal,none,bearish,False,False,,,False,True,0.0101,0.0007,0.0187,0.1317,4.0883,3.9565,4.4835,4.6152,中等波动,0,84.22,83.56,113.3148,113.3148,6.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1317.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0069,-0.0231,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",35.0,False,2026-05-15,4.22,1
2026-05-15,18,"=""001337""",四川黄金,-4.6933,phase4_top,False,,,48.78,78.31,98.59,80.19,33.09,95.19,58.82,5.23,22.49,above_signal,bottom_divergence,none,False,True,,2026-04-28,False,False,2.1303,1.7207,0.8191,2.8363,51.3837,48.5474,59.8926,62.7289,中等波动,1,37.56,96.62,113.1892,113.1892,7.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,141.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,-0.0156,-0.0469,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",221.0,False,2026-05-15,54.22,1
2026-05-15,19,"=""600547""",山东黄金,-5.0313,phase4_top,False,,,52.09,70.71,99.77,75.58,26.38,1.27,73.33,4.43,26.54,dead_cross,none,none,False,False,,,False,False,-1.7812,-1.6656,-0.2311,1.4139,30.4861,29.0722,34.7278,36.1417,中等波动,1,44.18,81.42,113.0748,113.0748,8.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2873.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,-0.0176,-0.0503,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",368.0,False,2026-05-15,31.9,2
2026-05-15,20,"=""002829""",星网宇达,-2.3735,phase4_top,False,,,61.4,85.0,96.75,65.6,27.76,57.2,54.47,4.24,27.78,above_signal,bottom_divergence,none,False,True,,2026-04-30,False,False,-0.1846,-0.2132,0.0572,0.9232,20.8768,19.9535,23.6465,24.5697,中等波动,0,62.8,90.0,112.574,112.574,9.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1246.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0099,-0.0237,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",768.0,False,2026-05-15,21.8,1
2026-05-15,21,"=""603585""",苏利股份,-1.0343,phase4_top,False,,,99.4,94.81,98.73,89.65,8.61,32.42,60.16,4.82,24.43,below_signal,none,none,False,False,,,False,False,-1.0416,-0.7801,-0.5231,0.8756,17.3044,16.4287,19.9313,20.8069,中等波动,0,61.2,70.38,112.0716,112.0716,10.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1967.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0054,-0.0103,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",58.0,False,2026-05-15,18.18,1
2026-05-15,22,"=""002235""",安妮股份,-2.0035,phase4_top,False,,,47.3,77.47,97.86,97.4,2.29,99.79,72.82,5.07,23.21,above_signal,none,none,False,False,,,False,False,0.4761,0.3664,0.2193,0.5702,10.6798,10.1096,12.3904,12.9606,中等波动,1,34.6,94.94,112.0208,112.0208,11.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,7.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0131,-0.02,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",4.0,True,2026-05-15,11.25,2
2026-05-15,23,"=""600399""",抚顺特钢,-1.5152,phase4_top,False,,,82.09,75.76,93.34,71.55,23.66,32.76,86.79,3.5,33.61,dead_cross,bottom_divergence,none,False,True,,2026-05-06,False,False,-0.1852,-0.162,-0.0464,0.182,5.018,4.836,5.564,5.746,中等波动,0,95.82,91.52,111.988,111.988,12.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1957.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0133,-0.0152,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",503.0,False,2026-05-15,5.2,1
2026-05-15,24,"=""000603""",盛达资源,-6.4387,phase4_top,False,,,54.03,70.14,98.36,88.24,8.45,2.1,67.74,5.55,21.21,dead_cross,bottom_divergence,none,False,True,,2026-05-06,False,False,-0.9532,-0.8558,-0.1949,1.9422,33.0778,31.1356,38.9044,40.8466,中等波动,1,48.06,80.28,111.8384,111.8384,13.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2849.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,-0.0147,-0.0644,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",80.0,False,2026-05-15,35.02,1
2026-05-15,25,"=""002416""",爱施德,-2.7259,phase4_top,False,,,49.11,74.86,97.69,92.18,5.08,44.79,29.2,3.84,30.61,below_signal,none,none,False,False,,,False,False,-0.0269,0.101,-0.2558,0.48,12.01,11.5301,13.4499,13.9299,中等波动,0,38.22,89.72,111.514,111.514,14.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1607.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0023,-0.0273,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",33.0,False,2026-05-15,12.49,1
2026-05-15,26,"=""603358""",华达科技,-2.9619,phase4_top,False,,,95.51,69.87,96.39,66.21,28.56,36.06,33.09,5.44,21.62,above_signal,bottom_divergence,none,False,True,,2026-05-07,False,False,-0.7542,-1.227,0.9456,1.8723,32.5277,30.6554,38.1446,40.0168,中等波动,1,68.98,79.74,111.4772,111.4772,15.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1861.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0034,-0.0296,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",735.0,False,2026-05-15,34.4,1
2026-05-15,27,"=""605162""",新中港,-1.9896,phase4_top,False,,,73.85,70.27,94.71,78.32,18.75,29.29,69.03,6.48,18.15,below_signal,top_divergence,bearish,True,False,2026-05-15,,False,True,-0.1743,-0.0331,-0.2824,0.7343,10.5957,9.8615,12.7985,13.5328,高波动,0,87.7,80.54,111.3908,111.3908,16.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2058.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0052,-0.0199,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",274.0,False,2026-05-15,11.33,2
2026-05-15,28,"=""002792""",通宇通讯,-1.4466,phase4_top,False,,,45.43,84.77,97.76,92.42,8.6,31.73,77.51,6.69,17.58,above_signal,none,none,False,False,,,False,False,1.2322,1.1608,0.1429,3.2362,45.1338,41.8976,54.8424,58.0785,高波动,0,30.86,90.46,111.084,111.084,17.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1987.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0208,-0.0145,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",27.0,False,2026-05-15,48.37,1
2026-05-15,29,"=""603232""",格尔软件,-0.3145,phase4_top,False,,,96.12,67.93,96.49,93.43,3.26,96.91,66.14,3.94,29.9,above_signal,bottom_divergence,none,False,True,,2026-05-06,False,False,-0.3533,-0.4979,0.2892,0.7485,18.2715,17.5231,20.5169,21.2654,中等波动,0,67.76,75.86,111.014,111.014,18.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,91.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0273,-0.0031,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",18.0,False,2026-05-15,19.02,1
2026-05-15,30,"=""002970""",锐明技术,-2.1299,phase4_top,False,,,80.58,77.4,91.7,49.64,36.68,99.21,63.13,5.82,20.2,above_signal,none,none,False,False,,,False,False,2.762,2.0251,1.4737,4.2816,69.2384,64.9567,82.0833,86.3649,中等波动,0,98.84,94.8,110.9832,110.9832,19.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,24.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0144,-0.0213,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",1505.0,False,2026-05-15,73.52,1
2026-05-15,31,"=""603995""",甬金股份,-0.4096,phase4_top,False,,,65.65,76.57,94.04,71.37,30.36,98.49,68.22,2.62,40.0,above_signal,none,bearish,False,False,,,False,True,0.4276,0.4098,0.0357,0.5102,18.9398,18.4297,20.4703,20.9805,低波动,0,71.3,93.14,110.9208,110.9208,20.0,100.0,allow,2026-05-15,logistic_regression,tail_risk_phase1_v1,2026-05-15,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-15,lightgbm_regressor,alpha158_qlib_return_phase4_v1,45.0,,2026-05-15,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0087,-0.0041,2026-05-15,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",509.0,False,2026-05-15,19.45,1
