trade_date,candidate_index,symbol,name,涨幅%,source,pattern_match,pattern_ids,pattern_id,phase1_score_100,phase2_score_100,phase4_score_100,phase4_5d_mean,phase4_5d_std,phase8_score_100,phase5_score_100,ATR%,建议总仓位%,macd_cross_state,macd_divergence_state,volume_price_divergence_state,macd_top_divergence_15d,macd_bottom_divergence_15d,macd_top_divergence_signal_date,macd_bottom_divergence_signal_date,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,macd,macd_signal_line,macd_hist,ATR14,1ATR止损参考,2ATR止损参考,2ATR止盈参考,3ATR止盈参考,波动分层,phase2_is_cusum_event,phase1_center_score,phase2_center_score,centered_risk_score,phase4_composite_score,phase4_composite_rank,phase7_score_100,phase7_trade_permission,phase1_feature_trade_date,phase1_model_name,phase1_model_version,phase2_feature_trade_date,phase2_model_name,phase2_model_version,phase4_feature_trade_date,phase4_model_name,phase4_model_version,phase8_rank,phase8_top5_rank,phase8_feature_trade_date,phase8_model_name,phase8_model_version,today_limit_up_excluded,today_high_return_vs_prev_close,today_close_return_vs_prev_close,phase7_feature_trade_date,phase7_model_name,phase7_model_version,trade_permission,next_open_trade_permission,next_open_trade_warning,trade_permission_note,reason,patterns,old_high_date,old_high_price,days_since_old_high,max_drawdown_since_old_high,distance_to_old_high_pct,breakout_date,breakout_volume_ratio,breakout_close_position,breakout_upper_shadow_pct,breakout_body_pct,breakout_turnover,breakout_turnover_state,extension_above_old_high_pct,days_after_breakout,post_breakout_max_high_extension_pct,duck_peak_date,duck_peak_price,days_since_duck_peak,neck_start_date,neck_return_pct,neck_low_to_peak_return_pct,pullback_low_date,pullback_low_price,peak_to_pullback_drawdown_pct,nostril_cross_date,days_since_nostril_cross,cross_after_pullback_low_days,nostril_cross_ma5_ma10_gap_pct,latest_ma5_ma10_gap_pct,nostril_volume_ma20_ratio,distance_to_duck_peak_pct,pullback_volume_peak_tail_ratio,pullback_back_half_volume_ratio,pullback_max_single_day_peak_tail_ratio,large_bearish_count,max_bearish_body_pct,max_bearish_volume_ratio,distance_to_ma20,volume_ratio_20,recent_high_date,recent_high_price,days_since_recent_high,distance_from_recent_high_pct,ma20_slope_short_pct,ma20_slope_long_pct,ma60_slope_short_pct,ma60_slope_long_pct,pullback_volume_contraction_ratio,ma20_touch_date,ma20_touch_distance,pattern6_branch,anchor_date,anchor_close,support_price,anchor_volume_ratio_prev,anchor_volume_ratio_ma20,launch_confirm_high_date,launch_confirm_high_price,launch_confirm_return_pct,peak_date,peak_price,anchor_to_peak_return_pct,limit_up_like_count,pullback_volume_ratio_to_anchor,pullback_front_half_avg_volume,pullback_back_half_avg_volume,rise_tail_avg_volume,pullback_max_volume,pullback_max_rise_tail_volume_ratio,breakdown_date,breakdown_volume_ratio_to_anchor,reclaim_date,days_to_reclaim,post_reclaim_days,source_tags,phase4_5d_mean_rank,phase4_5d_mean_top5,交易日期,收盘价,连续上榜天数
2026-05-14,11,"=""002443""",金洲管道,2.7708,pattern,True,"[""1""]",1,33.68,4.89,70.61,86.35,10.82,40.72,79.23,4.35,27.06,above_signal,none,none,False,False,,,False,False,0.7517,0.6956,0.1122,0.5322,11.7078,11.1757,13.3043,13.8365,中等波动,1,7.36,0.0,71.1988,71.1988,,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1725.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0529,0.0277,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,"near old high 12.62 from 2016-06-21, distance=3.01%, drawdown=67.75%, vol20=1.21","[{""pattern_id"": 1, ""reason"": ""near old high 12.62 from 2016-06-21, distance=3.01%, drawdown=67.75%, vol20=1.21"", ""close"": 12.24, ""old_high_date"": ""2016-06-21"", ""old_high_price"": 12.62, ""days_since_old_high"": 2341.0, ""max_drawdown_since_old_high"": 0.6775, ""distance_to_old_high_pct"": 0.0301, ""extension_above_old_high_pct"": 0.0, ""volume_ratio_20"": 1.2111}]",2016-06-21,12.62,2341.0,0.6775,0.0301,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""pattern""]",95.0,False,2026-05-14,12.24,2
2026-05-14,12,"=""002935""",天奥电子,-5.1129,p8_top5,False,,,15.53,84.13,97.09,87.51,10.95,99.86,67.09,3.94,29.85,dead_cross,none,none,False,False,,,False,False,0.6597,0.7704,-0.2214,0.8118,19.7882,18.9765,22.2235,23.0353,中等波动,1,0.0,91.74,108.0988,108.0988,,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,5.0,5.0,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,-0.0083,-0.0511,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",78.0,False,2026-05-14,20.6,1
2026-05-14,13,"=""002115""",三维通信,-5.1061,p8_top5,False,,,14.7,83.73,96.72,76.55,17.29,99.97,62.6,4.98,23.64,above_signal,none,none,False,False,,,False,False,0.6137,0.4914,0.2446,0.7121,13.5979,12.8859,15.7341,16.4462,中等波动,1,0.0,92.54,107.8248,107.8248,,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2.0,2.0,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0027,-0.0511,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",350.0,False,2026-05-14,14.31,1
2026-05-14,14,"=""002235""",安妮股份,-2.9586,p8_top5,False,,,25.68,54.64,98.02,97.55,2.34,99.93,72.82,4.99,23.56,above_signal,none,none,False,False,,,False,False,0.5206,0.339,0.3631,0.5733,10.9067,10.3334,12.6266,13.1999,中等波动,0,0.0,49.28,103.9336,103.9336,,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,3.0,3.0,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0321,-0.0296,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",3.0,True,2026-05-14,11.48,1
2026-05-14,15,"=""002149""",西部材料,-7.9509,p8_top5,False,,,5.56,20.19,99.93,69.51,25.57,100.0,71.84,6.71,17.54,above_signal,none,none,False,False,,,False,False,6.0338,5.2431,1.5813,4.6288,64.3712,59.7423,78.2577,82.8865,高波动,1,0.0,0.0,99.93,99.93,,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1.0,1.0,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0189,-0.0795,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",599.0,False,2026-05-14,69.0,1
2026-05-14,16,"=""601965""",中国汽研,5.5915,p8_top5,False,,,15.27,10.85,2.88,44.12,27.38,99.9,73.64,3.21,36.66,above_signal,none,none,False,False,,,False,False,-0.1586,-0.3318,0.3464,0.5757,17.3643,16.7887,19.0913,19.667,中等波动,1,0.0,0.0,2.88,2.88,,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,4.0,4.0,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0783,0.0559,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""p8_top5""]",1791.0,False,2026-05-14,17.94,1
2026-05-14,17,"=""605288""",凯迪股份,-3.7078,phase4_top,False,,,85.14,80.08,98.96,90.58,5.46,16.4,70.54,5.15,22.86,above_signal,bottom_divergence,none,False,True,,2026-05-06,False,False,-2.7677,-3.2899,1.0445,4.0631,74.8869,70.8239,87.0761,91.1392,中等波动,1,89.72,99.84,118.1184,118.1184,1.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2432.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0117,-0.0371,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",39.0,False,2026-05-14,78.95,1
2026-05-14,18,"=""000818""",航锦科技,-1.0152,phase4_top,False,,,78.51,95.15,99.9,69.83,38.09,99.55,58.48,5.78,20.36,above_signal,bottom_divergence,bearish,False,True,,2026-04-29,False,True,-0.138,-0.6802,1.0843,1.0139,16.5361,15.5221,19.5779,20.5918,中等波动,0,97.02,69.7,116.0256,116.0256,2.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,14.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0378,-0.0102,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",583.0,False,2026-05-14,17.55,1
2026-05-14,19,"=""603699""",纽威股份,-1.9143,phase4_top,False,,,67.86,77.0,98.46,74.7,35.32,71.7,80.71,4.61,25.53,above_signal,bottom_divergence,none,False,True,,2026-04-21,False,False,2.7749,2.5545,0.4409,2.8573,59.1427,56.2854,67.7146,70.5719,中等波动,0,75.72,94.0,115.7976,115.7976,3.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,824.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0109,-0.0191,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",403.0,False,2026-05-14,62.0,1
2026-05-14,20,"=""002716""",湖南白银,-3.437,phase4_top,False,,,91.66,80.31,97.62,71.05,20.21,58.22,18.42,5.11,23.01,above_signal,bottom_divergence,none,False,True,,2026-05-06,False,False,-0.048,-0.125,0.154,0.6033,11.1967,10.5933,13.0067,13.61,中等波动,1,76.68,99.38,115.68,115.68,4.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1216.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0139,-0.0344,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",532.0,False,2026-05-14,11.8,1
2026-05-14,21,"=""002622""",皓宸医疗,-2.1429,phase4_top,False,,,81.65,90.19,98.33,88.3,11.18,64.82,59.83,3.76,31.3,above_signal,none,none,False,False,,,False,False,0.0373,0.0138,0.0471,0.103,2.637,2.534,2.946,3.0489,中等波动,1,96.7,79.62,115.6204,115.6204,5.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1024.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0107,-0.0214,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",60.0,False,2026-05-14,2.74,1
2026-05-14,22,"=""603276""",恒兴新材,-0.111,phase4_top,False,,,80.15,92.8,97.76,72.94,25.95,96.66,16.54,2.8,40.0,above_signal,none,none,False,False,,,False,False,0.3365,0.283,0.107,0.5037,17.4863,16.9827,18.9973,19.501,低波动,0,99.7,74.4,114.664,114.664,6.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,98.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0189,-0.0011,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",464.0,False,2026-05-14,17.99,2
2026-05-14,23,"=""601061""",中信金属,-2.7948,phase4_top,False,,,63.21,79.11,96.95,80.44,29.18,96.94,86.59,3.36,35.05,above_signal,none,none,False,False,,,False,False,0.4757,0.4101,0.1313,0.4786,13.7814,13.3028,15.2172,15.6958,中等波动,1,66.42,98.22,114.05,114.05,7.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,90.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,-0.0014,-0.0279,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",227.0,False,2026-05-14,14.26,1
2026-05-14,24,"=""600455""",博通股份,0.5538,phase4_top,False,,,87.28,85.24,96.18,90.72,7.44,79.26,78.22,2.87,40.0,above_signal,bottom_divergence,bullish,False,True,,2026-04-28,True,False,0.7218,0.4007,0.6424,0.8337,28.2163,27.3826,30.7174,31.5511,低波动,0,85.44,89.52,113.7576,113.7576,8.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,604.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.018,0.0055,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",36.0,False,2026-05-14,29.05,1
2026-05-14,25,"=""600547""",山东黄金,-3.3381,phase4_top,False,,,77.03,64.25,97.92,70.08,23.47,18.6,73.33,4.05,29.02,above_signal,none,none,False,False,,,False,False,-1.6159,-1.6367,0.0417,1.3619,32.2281,30.8662,36.3138,37.6756,中等波动,1,94.06,68.5,113.6648,113.6648,9.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2368.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,-0.0017,-0.0334,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",566.0,False,2026-05-14,33.59,1
2026-05-14,26,"=""603722""",阿科力,0.948,phase4_top,False,,,67.73,77.47,96.12,73.24,28.93,62.76,58.37,3.22,36.58,above_signal,none,none,False,False,,,False,False,0.9738,0.8761,0.1954,1.2672,38.1328,36.8656,41.9344,43.2015,中等波动,0,75.46,94.94,113.5496,113.5496,10.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1084.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.029,0.0095,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",455.0,False,2026-05-14,39.4,2
2026-05-14,27,"=""600108""",亚盛集团,-3.5211,phase4_top,False,,,99.13,84.16,97.59,92.65,5.53,84.97,91.62,4.6,25.6,dead_cross,none,none,False,False,,,False,False,-0.1076,-0.1027,-0.0098,0.1889,3.9211,3.7321,4.4879,4.6768,中等波动,1,61.74,91.68,113.5308,113.5308,11.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,438.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0,-0.0352,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",25.0,False,2026-05-14,4.11,1
2026-05-14,28,"=""603587""",地素时尚,-0.614,phase4_top,False,,,81.79,82.32,94.31,89.5,3.95,90.92,85.75,1.95,40.0,dead_cross,none,none,False,False,,,False,False,0.1704,0.1758,-0.0107,0.253,12.697,12.444,13.456,13.7091,低波动,0,96.42,95.36,113.4668,113.4668,12.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,265.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0038,-0.0061,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",50.0,False,2026-05-14,12.95,1
2026-05-14,29,"=""605136""",丽人丽妆,-2.6679,phase4_top,False,,,73.32,81.05,94.74,70.06,27.27,99.04,60.37,2.67,40.0,dead_cross,none,none,False,False,,,False,False,0.1346,0.144,-0.0189,0.2826,10.2974,10.0148,11.1452,11.4278,低波动,1,86.64,97.9,113.4192,113.4192,13.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,29.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0064,-0.0267,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",569.0,False,2026-05-14,10.58,1
2026-05-14,30,"=""000930""",中粮科技,-1.7422,phase4_top,False,,,94.41,78.17,96.15,65.49,23.24,60.01,77.41,3.18,37.03,below_signal,none,none,False,False,,,False,False,-0.2656,-0.2363,-0.0585,0.1792,5.4608,5.2816,5.9984,6.1776,中等波动,0,71.18,96.34,113.4052,113.4052,14.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1164.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0052,-0.0174,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",764.0,False,2026-05-14,5.64,1
2026-05-14,31,"=""603041""",美思德,0.144,phase4_top,False,,,88.42,91.09,97.02,85.47,14.22,47.97,65.4,2.78,40.0,above_signal,none,none,False,False,,,False,False,0.3171,0.2842,0.0658,0.3864,13.5236,13.1371,14.6829,15.0693,低波动,0,83.16,77.82,113.0112,113.0112,15.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1514.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0158,0.0014,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",113.0,False,2026-05-14,13.91,2
2026-05-14,32,"=""001331""",胜通能源,-1.2091,phase4_top,False,,,84.6,71.11,95.82,64.57,39.3,92.85,59.84,5.78,20.37,above_signal,none,none,False,False,,,False,False,-0.2049,-1.0546,1.6995,3.0672,50.0428,46.9755,59.2445,62.3117,中等波动,0,90.8,82.22,112.9504,112.9504,16.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,209.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0212,-0.0121,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",802.0,False,2026-05-14,53.11,1
2026-05-14,33,"=""603057""",紫燕食品,3.7132,phase4_top,False,,,74.32,68.83,96.25,80.6,15.36,99.17,76.23,4.56,25.78,above_signal,bottom_divergence,bearish,False,True,,2026-05-14,False,True,0.2184,0.1434,0.15,1.2875,26.9225,25.6349,30.7851,32.0726,中等波动,1,88.64,77.66,112.6604,112.6604,17.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,25.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.057,0.0371,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",224.0,False,2026-05-14,28.21,1
2026-05-14,34,"=""603402""",陕西旅游,-2.4246,phase4_top,False,,,70.84,97.36,97.99,84.77,9.18,2.34,,4.24,27.77,below_signal,none,none,False,False,,,False,False,-8.0834,-6.1853,-3.7962,4.3306,97.8894,93.5589,110.8811,115.2117,中等波动,0,81.68,65.28,112.358,112.358,18.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,2841.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0009,-0.0242,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",125.0,False,2026-05-14,102.22,1
2026-05-14,35,"=""002862""",实丰文化,-2.1086,phase4_top,False,,,60.13,84.53,96.48,60.51,30.84,67.57,51.94,3.26,36.12,above_signal,none,none,False,False,,,False,False,0.5336,0.4803,0.1066,0.6049,17.9651,17.3602,19.7798,20.3847,中等波动,1,60.26,90.94,112.2136,112.2136,19.0,100.0,allow,2026-05-14,logistic_regression,tail_risk_phase1_v1,2026-05-14,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-14,lightgbm_regressor,alpha158_qlib_return_phase4_v1,944.0,,2026-05-14,lightgbm_regressor,limit_up_3d_opportunity_phase8_v1,False,0.0063,-0.0211,2026-05-14,naive_bayes,trade_day_gate_phase7_v1,allow,allow,False,Phase7 判断当日买点环境允许交易。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""phase4_top""]",984.0,False,2026-05-14,18.57,1
