trade_date,candidate_index,symbol,name,source,pattern_match,pattern_ids,pattern_id,phase1_score_100,phase2_score_100,phase2_is_cusum_event,phase4_score_100,phase5_score_100,phase7_score_100,phase7_trade_permission,macd_cross_state,macd_divergence_state,volume_price_divergence_state,ATR14,ATR%,1ATR止损参考,2ATR止损参考,2ATR止盈参考,3ATR止盈参考,波动分层,reason,trade_permission,next_open_trade_permission,next_open_trade_warning,trade_permission_note,source_tags,phase7_feature_trade_date,phase7_model_name,phase7_model_version,phase1_feature_trade_date,phase1_model_name,phase1_model_version,phase2_feature_trade_date,phase2_model_name,phase2_model_version,phase4_feature_trade_date,phase4_model_name,phase4_model_version,macd,macd_signal_line,macd_hist,macd_top_divergence_15d,macd_bottom_divergence_15d,macd_top_divergence_signal_date,bullish_volume_price_divergence_flag,bearish_volume_price_divergence_flag,交易日期,收盘价,patterns,distance_to_ma20,volume_ratio_20,recent_high_date,recent_high_price,days_since_recent_high,distance_from_recent_high_pct,ma20_slope_short_pct,ma20_slope_long_pct,ma60_slope_short_pct,ma60_slope_long_pct,pullback_volume_contraction_ratio,ma20_touch_date,ma20_touch_distance,连续上榜天数,macd_bottom_divergence_signal_date,old_high_date,old_high_price,days_since_old_high,max_drawdown_since_old_high,distance_to_old_high_pct,extension_above_old_high_pct,pullback_low_date,pullback_low_price,peak_to_pullback_drawdown_pct,pullback_back_half_volume_ratio,pattern6_branch,anchor_date,anchor_close,support_price,anchor_volume_ratio_prev,anchor_volume_ratio_ma20,launch_confirm_high_date,launch_confirm_high_price,launch_confirm_return_pct,peak_date,peak_price,anchor_to_peak_return_pct,limit_up_like_count,pullback_volume_ratio_to_anchor,pullback_front_half_avg_volume,pullback_back_half_avg_volume,rise_tail_avg_volume,pullback_max_volume,pullback_max_rise_tail_volume_ratio,support_touch_date,breakout_date,breakout_volume_ratio,breakout_close_position,breakout_upper_shadow_pct,breakout_body_pct,breakout_turnover,breakout_turnover_state,days_after_breakout,post_breakout_max_high_extension_pct
2026-05-07,15,"=""603788""",宁波高发,pattern,True,"[""2""]",2,27.54,53.73,1,29.81,85.52,100.0,allow,above_signal,none,none,0.5433,3.15,16.7067,16.1633,18.3367,18.88,中等波动,"price above old high 17.23 from 2026-01-23, post_breakout=9d, vol_ratio=3.87",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.4558,0.4199,0.0719,False,False,,False,False,2026-05-07,17.25,"[{""pattern_id"": 2, ""reason"": ""price above old high 17.23 from 2026-01-23, post_breakout=9d, vol_ratio=3.87"", ""close"": 17.25, ""old_high_date"": ""2026-01-23"", ""old_high_price"": 17.23, ""days_since_old_high"": 64.0, ""max_drawdown_since_old_high"": 0.1735, ""distance_to_old_high_pct"": -0.0012, ""breakout_date"": ""2026-04-21"", ""breakout_volume_ratio"": 3.8695, ""breakout_close_position"": 1.0, ""breakout_upper_shadow_pct"": 0.0, ""breakout_body_pct"": 1.0, ""breakout_turnover"": 6.6228, ""breakout_turnover_state"": ""normal"", ""extension_above_old_high_pct"": 0.0012, ""days_after_breakout"": 9.0, ""post_breakout_max_high_extension_pct"": 0.0774, ""volume_ratio_20"": 0.9021}]",,0.9021,,,,,,,,,,,,2,,2026-01-23,17.23,64.0,0.1735,-0.0012,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-21,3.8695,1.0,0.0,1.0,6.6228,normal,9.0,0.0774
2026-05-07,16,"=""603766""",隆鑫通用,pattern,True,"[""5""]",5,60.68,52.79,0,27.2,66.46,100.0,allow,dead_cross,bottom_divergence,none,0.5511,3.54,15.0189,14.4678,16.6722,17.2233,中等波动,"recent 10d high on 2026-04-22 at 16.26, MA20 touch on 2026-05-07, latest distance=-4.24%, vol5_20=0.74",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1872,0.1954,-0.0164,False,True,,False,False,2026-05-07,15.57,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-22 at 16.26, MA20 touch on 2026-05-07, latest distance=-4.24%, vol5_20=0.74"", ""close"": 15.57, ""distance_to_ma20"": 0.0156, ""volume_ratio_20"": 0.7332, ""recent_high_date"": ""2026-04-22"", ""recent_high_price"": 16.26, ""days_since_recent_high"": 8.0, ""distance_from_recent_high_pct"": -0.0424, ""ma20_slope_short_pct"": 0.0042, ""ma20_slope_long_pct"": 0.0577, ""ma60_slope_short_pct"": 0.0001, ""ma60_slope_long_pct"": 0.0005, ""pullback_volume_contraction_ratio"": 0.7413, ""ma20_touch_date"": ""2026-05-07"", ""ma20_touch_distance"": -0.0315}]",0.0156,0.7332,2026-04-22,16.26,8.0,-0.0424,0.0042,0.0577,0.0001,0.0005,0.7413,2026-05-07,-0.0315,1,2026-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,17,"=""603655""",朗博科技,pattern,True,"[""3""]",3,44.63,99.16,0,23.19,60.73,100.0,allow,above_signal,none,none,2.3217,5.4,40.6783,38.3565,47.6435,49.9652,中等波动,"post breakout 5d from 2026-04-27, below old high 48.00, vol_ratio=1.06",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1.4818,1.4211,0.1214,False,False,,False,False,2026-05-07,43.0,"[{""pattern_id"": 3, ""reason"": ""post breakout 5d from 2026-04-27, below old high 48.00, vol_ratio=1.06"", ""close"": 43.0, ""old_high_date"": ""2025-09-17"", ""old_high_price"": 48.0, ""days_since_old_high"": 148.0, ""max_drawdown_since_old_high"": 0.3117, ""distance_to_old_high_pct"": 0.1042, ""breakout_date"": ""2026-04-27"", ""breakout_volume_ratio"": 1.0611, ""breakout_close_position"": 0.9772, ""breakout_upper_shadow_pct"": 0.0228, ""breakout_body_pct"": 0.8676, ""breakout_turnover"": 0.0765, ""breakout_turnover_state"": ""low"", ""extension_above_old_high_pct"": 0.0, ""days_after_breakout"": 5.0, ""post_breakout_max_high_extension_pct"": 0.0019, ""volume_ratio_20"": 1.1065}]",,1.1065,,,,,,,,,,,,1,,2025-09-17,48.0,148.0,0.3117,0.1042,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-27,1.0611,0.9772,0.0228,0.8676,0.0765,low,5.0,0.0019
2026-05-07,18,"=""002300""",太阳电缆,pattern,True,"[""5""]",5,71.16,46.31,1,8.9,64.53,100.0,allow,below_signal,none,none,0.4694,4.73,9.4506,8.9812,10.8588,11.3282,中等波动,"recent 10d high on 2026-04-23 at 10.89, MA20 touch on 2026-05-07, latest distance=-8.91%, vol5_20=0.84",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0176,0.0508,-0.0664,False,False,,False,False,2026-05-07,9.92,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-23 at 10.89, MA20 touch on 2026-05-07, latest distance=-8.91%, vol5_20=0.84"", ""close"": 9.92, ""distance_to_ma20"": 0.0105, ""volume_ratio_20"": 0.9002, ""recent_high_date"": ""2026-04-23"", ""recent_high_price"": 10.89, ""days_since_recent_high"": 7.0, ""distance_from_recent_high_pct"": -0.0891, ""ma20_slope_short_pct"": 0.0045, ""ma20_slope_long_pct"": 0.0294, ""ma60_slope_short_pct"": 0.0026, ""ma60_slope_long_pct"": 0.0099, ""pullback_volume_contraction_ratio"": 0.841, ""ma20_touch_date"": ""2026-05-07"", ""ma20_touch_distance"": -0.2065}]",0.0105,0.9002,2026-04-23,10.89,7.0,-0.0891,0.0045,0.0294,0.0026,0.0099,0.841,2026-05-07,-0.2065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,19,"=""601179""",中国西电,pattern,True,"[""5""]",5,60.91,23.24,0,2.91,68.32,100.0,allow,below_signal,bottom_divergence,none,0.74,4.23,16.76,16.02,18.98,19.7201,中等波动,"recent 10d high on 2026-04-23 at 18.51, MA20 touch on 2026-05-06, latest distance=-5.46%, vol5_20=0.78",allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""pattern""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.2705,0.2801,-0.0192,True,True,2026-04-14,False,False,2026-05-07,17.5,"[{""pattern_id"": 5, ""reason"": ""recent 10d high on 2026-04-23 at 18.51, MA20 touch on 2026-05-06, latest distance=-5.46%, vol5_20=0.78"", ""close"": 17.5, ""distance_to_ma20"": 0.0306, ""volume_ratio_20"": 0.9303, ""recent_high_date"": ""2026-04-23"", ""recent_high_price"": 18.51, ""days_since_recent_high"": 7.0, ""distance_from_recent_high_pct"": -0.0546, ""ma20_slope_short_pct"": 0.0073, ""ma20_slope_long_pct"": 0.0495, ""ma60_slope_short_pct"": 0.0025, ""ma60_slope_long_pct"": 0.0226, ""pullback_volume_contraction_ratio"": 0.7777, ""ma20_touch_date"": ""2026-05-06"", ""ma20_touch_distance"": 0.062}]",0.0306,0.9303,2026-04-23,18.51,7.0,-0.0546,0.0073,0.0495,0.0025,0.0226,0.7777,2026-05-06,0.062,1,2026-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,20,"=""002491""",通鼎互联,phase4_top,False,,,92.14,84.79,1,100.0,60.88,100.0,allow,golden_cross,bottom_divergence,bullish,1.3157,7.01,17.4643,16.1485,21.4115,22.7272,高波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1.3413,1.3152,0.0522,False,True,,True,False,2026-05-07,18.78,,,,,,,,,,,,,,,1,2026-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,21,"=""002929""",润建股份,phase4_top,False,,,56.88,66.52,1,99.97,60.39,100.0,allow,golden_cross,none,none,3.753,5.28,67.367,63.6141,78.6259,82.3789,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,3.0733,2.1888,1.7689,False,False,,False,False,2026-05-07,71.12,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,22,"=""000818""",航锦科技,phase4_top,False,,,93.75,62.59,1,99.87,58.35,100.0,allow,above_signal,bottom_divergence,none,1.0419,5.62,17.4981,16.4562,20.6238,21.6657,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.898,-1.4941,1.1922,False,True,,False,False,2026-05-07,18.54,,,,,,,,,,,,,,,1,2026-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,23,"=""601991""",大唐发电,phase4_top,False,,,37.74,38.38,1,99.77,79.91,100.0,allow,above_signal,none,none,0.1896,3.76,4.8504,4.6608,5.4192,5.6088,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1386,0.0428,0.1916,False,False,,False,False,2026-05-07,5.04,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,24,"=""000889""",中嘉博创,phase4_top,False,,,89.99,86.94,1,99.67,79.9,100.0,allow,golden_cross,none,bullish,0.3969,7.42,4.9531,4.5562,6.1438,6.5407,高波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.3212,0.302,0.0384,False,False,,True,False,2026-05-07,5.35,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,25,"=""002552""",宝鼎科技,phase4_top,False,,,37.94,57.76,1,99.26,13.06,100.0,allow,above_signal,none,bullish,1.1256,4.48,24.0144,22.8888,27.3912,28.5169,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1.3767,1.0365,0.6804,False,False,,True,False,2026-05-07,25.14,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,26,"=""603688""",石英股份,phase4_top,False,,,24.04,44.9,1,99.03,64.11,100.0,allow,above_signal,bottom_divergence,bullish,3.1454,4.97,60.1746,57.0291,69.6109,72.7563,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,3.2716,2.3853,1.7726,False,True,,True,False,2026-05-07,63.32,,,,,,,,,,,,,,,1,2026-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,27,"=""002995""",天地在线,phase4_top,False,,,99.4,99.4,1,98.96,58.9,100.0,allow,golden_cross,none,none,1.1226,4.77,22.3874,21.2649,25.7551,26.8777,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.4595,-0.4942,0.0694,False,False,,False,False,2026-05-07,23.51,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,28,"=""603738""",泰晶科技,phase4_top,False,,,28.64,62.76,1,98.66,68.87,100.0,allow,above_signal,top_divergence,bullish,2.7256,6.38,40.0144,37.2889,48.1911,50.9167,高波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,4.1824,3.5306,1.3035,True,False,2026-04-16,True,False,2026-05-07,42.74,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,29,"=""003041""",真爱美家,phase4_top,False,,,34.15,71.32,1,98.56,72.37,100.0,allow,above_signal,bottom_divergence,bullish,3.9505,6.23,59.4495,55.499,71.301,75.2515,高波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,1.0441,0.2845,1.5192,False,True,,True,False,2026-05-07,63.4,,,,,,,,,,,,,,,1,2026-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,30,"=""605167""",利柏特,phase4_top,False,,,82.61,85.33,1,98.53,79.61,100.0,allow,golden_cross,none,none,0.8265,4.39,18.0135,17.187,20.493,21.3195,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1772,0.1272,0.1,False,False,,False,False,2026-05-07,18.84,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,31,"=""002421""",达实智能,phase4_top,False,,,40.3,20.01,1,98.26,35.69,100.0,allow,above_signal,none,none,0.1108,3.66,2.9192,2.8084,3.2516,3.3624,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0512,0.0245,0.0533,False,False,,False,False,2026-05-07,3.03,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,32,"=""603667""",五洲新春,phase4_top,False,,,52.59,32.51,1,98.16,68.28,100.0,allow,golden_cross,bottom_divergence,none,3.1299,4.4,67.9301,64.8003,77.3197,80.4496,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.7795,-0.9199,0.2807,False,True,,False,False,2026-05-07,71.06,,,,,,,,,,,,,,,1,2026-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,33,"=""002051""",中工国际,phase4_top,False,,,48.82,69.31,1,98.06,77.01,100.0,allow,below_signal,none,none,0.6589,5.64,11.0211,10.3623,12.9977,13.6566,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.281,0.3715,-0.181,False,False,,False,False,2026-05-07,11.68,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,34,"=""600651""",飞乐音响,phase4_top,False,,,30.69,22.06,0,97.99,78.46,100.0,allow,above_signal,bottom_divergence,none,0.2395,3.39,6.8305,6.5911,7.5489,7.7884,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,-0.0967,-0.1427,0.092,False,True,,False,False,2026-05-07,7.07,,,,,,,,,,,,,,,1,2026-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,35,"=""603212""",赛伍技术,phase4_top,False,,,92.21,48.62,1,97.93,77.3,100.0,allow,above_signal,bottom_divergence,none,0.6104,4.28,13.6596,13.0491,15.4909,16.1013,中等波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.0114,-0.119,0.2607,False,True,,False,False,2026-05-07,14.27,,,,,,,,,,,,,,,1,2026-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07,36,"=""603022""",新通联,phase4_top,False,,,59.0,52.22,0,97.83,32.88,100.0,allow,above_signal,none,none,0.3369,2.93,11.1531,10.8163,12.1637,12.5006,低波动,,allow,allow,False,Phase7 判断当日买点环境允许交易。,"[""phase4_top""]",2026-05-07,naive_bayes,trade_day_gate_phase7_v1,2026-05-07,logistic_regression,tail_risk_phase1_v1,2026-05-07,lightgbm_classifier,barrier_risk_phase2_v1,2026-05-07,lightgbm_regressor,alpha158_qlib_return_phase4_v1,0.1742,0.0362,0.2759,False,False,,False,False,2026-05-07,11.49,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
